 11222222112222122   366663   2   5   2   5   23   63   9   2   1   2   3   1   2   3   4   2   2   326666   1   3   3   2   2   3   1   3   1   2   2   2   2   2   2   2   2   1   1   2   2   2   2   3   3   3   3   3   3   3   3   2   1   4   1   1   1   2   2   2   2   2   2   2   2   1   2   2   2   2   1   1   1   3   3   2   326666666666666666   1   1   2   26666666666666666666666669999   6   6   19999   6   4   3   2   4   3   2   1   3 0.190609181231940.3471268855292380.3480793091400290.3480793091400290.2514887450,402513781113342 0.3312109920404010,377335654465678 1 911626 31   3   2   4 16   6666115410   6   611 1 12 1661166666 6 96621   2   6   65   66614422222221112122222222211 81   1   1   1   2   1   2 4   2   6   6   6   6   6   6   6   6   621   2   2222283222222212113 533 32  3  4320192112 70
 32222122222222122   366663   4   3   5   2   33   61   5   2   6   7   4   4   3   3   4   4   4   426666   2   4   3   3   2   4   3   4   2   2   2   2   2   2   2   1   1   1   1   1   2   2   3   3   3   3   3   3   4   2   4   3   1   2   1   2   2   1   2   1   1   2   1   1   1   2   2   1   2   2   2   2   2   3   3   3   31   4   1   1   26666666666666666   4   3   2   4   3   3666666666666666666666666   6   4   8   4   2   2   1   30.6984000768436890.6616338391808220.665099218958483             99990.0427434080,5245296411133410.05200876415042490,380128547901543 1 811626 41   1   2   6 16   6666104410   6   611 1 52 56611666 366 74643   2   6   62   66614422221122221122221222212 71   1   1   1   1   1   2 4   2   6   6   6   6   6   6   6   6   622   3   2222223221222111213 725 46  4  4420181111108
137932122222222221   366664   4   2   5   2   46   24   9   1  10   8   3   3   3   3   3   3   3   31   16666   4   2   2   3   4   2   3   2   2   2   2   2   1   2   1   1   2   1   2   2   2   3   2   4   3   3   3   4   4   4   2   2   3   1   2   1   1   2   2   2   2   2   1   1   2   2   2   2   2   1   2   2   2   2   3   426666666666666666   2   1   1   3666666666666666666666666   2   2   2   6   4   2   7   7   5   3   3   2   1   60.7905828926015560.7735476981101430.8326483057258950.8326483057258950.1429716880,4331762772155320.06999808209953640,251243485735245 21211626 53   6   6  66 16   6666 72666   6   61666 3266661166666 5 56611   1   2   11   666245521222222221222222212 9 82   1   2   1   1   2   2 3   1   2   2   2   2   2   2   2   2   112   3   2122222314221221213 823 51  5666120192111 86
 32722122222222122   366664   4   2   4   3   31   04   3   3   7   5   3   4   3   4   3   2   2   21   16666   4   3   2   3   2   2   3   2   1   2   1   1   2   2   2   2   1   1   2   2   2   3   3   3   3   3   3   366666666   2   2   3   19999   1   2   2   2   2   2   2   2   2   1   2   2   2   2   1   2   1   2   3   2   41   2   1   2   26666666666666666   4   4   3   5   1   2666666666666666666666666   4   2   2   3   5   2   1   30.6918654744339460.4730969450383320.4781485822129420.6989049187183110.0359052210,2948254462266370.03025607874734230,159802945552977 21321626 41   1   2   7 66   6611 621 4   2   222 6 56 96266666 566113611   1   1   11   66616522122222222222122222211 91   2   2   1   2   2   2 3   1   2   2   2   2   2   2   2   2   123   3   2222231222222211212 933 36  3  2120197112 94
 56422122222222122   366663   2   4   3   4   33   61   7   3   5   4   3   3   3   3   3   2   2   326666   1   3   2   3   3   3   3   2   3   3   2   2   2   2   2   2   2   1   1   1   2   2   3   3   3   2   2   3   3   3   3   2   2   3   1   2   1   2   2   2   2   2   2   1   2   2   2   1   2   2   2   2   2   2   3   2   326666666666666666   2   2   3   2666666666666666666666666   5   59999   3   6   6   3   3   2   2   2   2   2   60.3525016448449370.3741058140520680.4256387400994250.3716570515201280.1194888190,749357249212232 0.1599945789922891,44277733061797  2 611626 21   2   2   5 16   6666 932 7   6   611 1 52 56611666 666 52643   2   6   62   66615422122222222122221222210 42   1   1   2   2   2   2 2   2   6   6   6   6   6   6   6   6   622   2   2122212111212221214 534 54  5  6420192111 75
 41032221222121122   366663   4   3   4   3   31   63   2   2   5   8   4   4   3   3   3   4   4   31   26666   3   1   1   3   2   1   3   2   2   2   1   1   1   2   2   2   1   1   2   2   2   4   4   3   4   4   3   4   5   3   2   3   1   2   1   1   2   2   2   2   1   2   1   1   2   2   2   2   2   1   1   1   3   3   3   226666666666666666   3   2   2   2666666666666666666666666   2   2   2   3   2   1   6   4   5   4   4   2   1   50.5944985985415590.4445065048220680.3910400314727540.3910400314727542.0343100191,514061423111236  3.2886963415364213,6153563677628  11211626 41   1   2   7 16   66661153 9   6   611 1 12 2661166666 6 96621   1   2   11   66616522222221222122222221212101   1   1   1   2   1   2 4   2   6   6   6   6   6   6   6   6   621   2   2322211221221121212 545 32  3  5320196111 97
 20232122222222122   366663   4   3   3   4   26   04   5   2   5   5   3   4   3   3   3   3   3   326666   2   3   2   2   3   3   3   3   3   2   2   2   2   2   2   2   2   1   1   1   2   2   3   3   3   3   3   3   466666666   2   2   2   1   1   1   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   2   3   2   326666666666666666   4   1   1   2666666666666666666666666   6   5   5   3   6   6   3   2   3   3   5   2   2   10.4819428164511940.3828665387621280.6541552839288120.5757464462473421.5538538732,451622899216618  1.641720617026413,10137278744239  21411626 53   6   6  66 66   6616 51666   2   62666 56666666666 666 62611   1   1   13   1 5221422222212222221222222 6 41   2   2   1   1   2   2 3   2   6   6   6   6   6   6   6   6   612   3   2121234114212221113 533 54  5666120198111 65
118122122222222122   366662   4   4   4   4   32   61   8   2   8   6   3   3   2   3   3   2   2   326666   2   4   4   3   3   3   3   3   3   2   2   2   3   2   2   2   2   2   1   1   1   2   3   3   3   3   3   3   3   3   3   4   2   3999999999999   2   2   2   2   2   1   1   1   2   1   2   2   2   2   2   2   3   3   3   31   2   2   2   36666666666666666   5   6   1   4   2   4666666666666666666666666   4   4   4   3   5   2   1   60.4848143437700640.3355862675266140.5897296754509760.6519206908599710.6372325950,863541277212234 0.7527050718992751,17847321378241  2 511626 21   2   2   3 16   66661042 6   6   611 1 52 56611666 366 13621   2   6   61   66634122122222222122222222211 82   1   2   1   2   1   2 4   1   2   1   2   2   2   2   2   2   242   3   2322112114212221223 535 47  4  6320194111 34
103412122222222122   366663   5   2   4   2   36   61   3   3   8   9   4   3   4   4   2   2   3   326666   2   4   3   2   4   3   2   4   2   2   1   1   2   1   3   2   1   1   2   2   1   2   3   4   4   3   3   2   3   4   4   1   2   3   2   2   1   1   2   2   2   2   1   2   2   2   2   2   1   2   2   2   1   3   3   3   21   1   3   2   16666666666666666   5   5   1   3   39999666666666666666666666666   6   5   6   4   3   1   1   20.7697238754930020.6710735075884250.7426166954158170.6325377109073450.0359052210,3062068152133440.03265279080453650,250899281099474 2 911626 13   6   6  66 16   6666115666   6   61666 52666611666 566112611   2   6   62   66622452212222222122222222210 91   1   1   2   2   2   2 3   2   6   6   6   6   6   6   6   6   613   3   2121134443122211212 522 36  3666120194111 87
166812221222222122   366663   4   2   4   2   43   63   4   2   7   6   3   4   3   4   4   3   3   326666   1   4   3   3   4   3   3   4   3   2   2   2   2   1   2   1   2   1   1   2   2   2   4   4   4   4   3   2   2   3   3   4   2   3   2   2   1   1   2   1   2   2   2   1   1   2   2   1   2   2   2   2   1   2   3   3   326666666666666666   3   3   2   2666666666666666666666666   2   2   5   5   4   1   5   5   5   5   3   2   2   20.7339987823453070.3662776573378990.6221384966257570.5640129412444390.1657849070,403719305213337 0.1930524218187450,556160438420934 2 811626 41   1   2   6 16   66661043 8   6   611 1 52 56611666 466 63643   2   6   62   66615422221221112122221222211 51   1   1   1   2   1   2 3   2   6   6   6   6   6   6   6   6   623   4   2121232222222121123 511 46  4  6420197112 80
 41222122222222221   366664   4   2   4   2   31   04   7   2   5   8   3   4   3   4   4   4   4   426666   2   4   1   2   4   2   2   4   2   1   2   1   2   1   1   2   2   1   2   1   1   2   4   4   4   4   4   4   466666666   3   3   2   1   2   1   2   2   2   1   2   2   1   2   2   2   2   2   2   1   1   1   3   2   3   31   3   2   2   26666666666666666   2   2   3   3   3   3666666666666666666666666   5   4   4   4   5   2   1   30.731859581158563 0.792922172249370.847768433157537 0.744644954867960.4273504151,055304299116632 0.2778731547653270,524132858566316 11411626 41   1   2   7 66   6611 933 8   2   222 6 56 56666666 366 84611   1   2   11   666141222122222222221222222 9 81   1   1   1   1   1   2 4   2   6   6   6   6   6   6   6   6   622   3   2321123221222121212 321 47  4  5120197221 13
159432122222222122   366662   4   3   4   4   26   61   6   2   5   3   3   4   3   3   3   3   3   31   26666   4   2   2   3   2   1   4   2   1   3   2   2   2   2   2   2   2   2   1   2   2   3   4   3   2   2   3   4   4   2   3   2   3   1   1   1   2   2   2   2   2   2   1   2   2   2   2   2   1   2   2   2   3   3   2   326666666666666666   1   2   2   2666666666666666666666666   2   1   1   2   1   2   3   49999   3   2   3   1   20.4978199936589510.5002995758917280.5175885652660740.6615152040364360.0980555450,77040211 114412 0.1767371588967571,05515372388059  11011626 53   6   6  66 16   6666 41666   6   61666 2166661166666 4 16611   1   1   22   666131121222222221222222222 7 51   1   2   2   2   2   2 3   2   6   6   6   6   6   6   6   6   621   3   2121212111222122212 531 51  5666120192120 00
127422122222222122   366663   4   3   3   3   33   62   7   2   5   7   4   4   3   3   4   3   3   31   16666   4   3   3   4   4   4   4   3   3   3   1   1   1   1   2   2   1   2   1   2   2   3   4   4   2   2   4   2   3   3   3   2999999999999   1   2   2   1   2   2   2   2   2   2   2   2   2   2   1   2   1   2   2   2   31   3   2   2   16666666666666666   1   1   1   6   1   1666666666666666666666666   3   3   3   3   2   2   1   10.558267954809555  0.55132579252250.6615152040364360.7531025698164180.1185940540,447668995113346 0.1476064698965770,285227356765419 1 811626 41   1   2  99 16   6666115511   6   611 1 51 16611666 566 14654   1   3   42   66615522221211112122222222210 32   1   2   2   2   2   2 3   2   6   6   6   6   6   6   6   6   612   3   1111122211221222213 524 36  3  4420196112 60
141812122222222122   366664   5   2   4   2   32   61   3   3   7   8   3   3   2   3   3   3   3   326666   2   3   2   2   3   2   3   3   2   1   1   1   1   1   1   2   1   1   1   1   1   2   3   3   3   2   2   2   2   2   2   2   2   3   1   2   1   2   2   2   1   2   2   1   1   2   2   2   2   2   1   1   1   1   2   3   426666666666666666   2   1   1   1666666666666666666666666   699999999999999999999   4   4   4   2   2   3   2   30.803915705940003 0.582116209798590.5770958681005480.593753180976591  0.35455430,957835668214416 0.4727400667434411,09948069116895  21119626 41   1   2   6 16   6666 511 1   6   611 1 12 566223 36688 96641   2   6   62   66614512122222222122221222210 31   2   2   2   2   2   2 1   2   6   6   6   6   6   6   6   6   622   3   2321222221212222113 423 51  5  6420196400 00
 70612222222121122   366662   3   3   4   3   33   63   4   2   5   7   2   4   2   3   4   3   3   126666   1   3   1   1   3   3   3   2   3   2   1   1   2   1   1   1   1   1   1   2   2   2   3   4   4   4   3   2   5   4   4   2   2   2   1   2   1   1   2   1   2   2   1   1   1   2   2   1   1   2   2   2   1   1   2   3   41   4   3   1   16666666666666666   1   1   1   2   1   3666666666666666666666666   6   4   7   3   4   2   1   10.5297657350813830.542066368349397 0.431819807476980.5253487725900920.1201961530,8872325972144410.08275756982021250,64825767327842  21011626 53   6   6  66 16   6666115666   6   61666 52666611666 566114622   2   6   63   2 423432222212222122222222112 91   1   2   2   1   2   2 3   2   6   6   6   6   6   6   6   6   613   2   1222223214122121213 322 36  3666220191111108
105122122222222122   366663   3   2   4   2   26   04   3   3   8   7   3   4   2   3   4   1   2   326666   1   4   2   1   3   2   1   4   1   3   3   1   2   1   2   2   2   1   1   2   2   2   4   4   4   4   4   4   466666666   1   2   3   1   1   1   2   2   2   2   2   2   1   2   2   1   2   2   2   2   1   2   2   3   3   21   2   1   1   16666666666666666   4   7   3   4   3   2666666666666666666666666   8   6   7   6   5   1   1   50.616957322141888 0.70176489739971             99990.6089599685272460.5796984811,029296456115541 0.3536955755232740,308063592758363 11211626 41   1   2   7 16   6666115511   6   611 1 12 1661166666 6 96631   2   6   63   2 525442222112222122222221213101   1   1   1   2   1   1 5   2   6   6   6   6   6   6   6   6   622   3   1121224232222112111 223 41  4  4420191111108
163132122222222221   366663   4   3   3   3   24   04   7   4   5   7   3   3   5   3   3   1   1   226666   1   4   1   2   3   3   2   4   1   2   2   1   1   1   1   2   1   2   1   2   1   2   4   3   3   3   3   3   466666666   2   1   3   29999   1   2   2   2   1   2   2   1   2   2   2   2   2   2   1   1   1   2   3   3   31   4   1   1   16666666666666666   5   5   2   1   6   6666666666666666666666666   7   3   1   4   5   2   1   40.5219369231758110.5678676537116420.6117963679781230.608307954298479 0.510088821,055304299116632 0.3316715853052890,524132858566316 11411626 41   1   2   7 66   6611 933 8   2   222 6 56 56666666 566114611   1   2   15   66614512222221212222122222212102   1   1   2   2   1   1 4   2   6   6   6   6   6   6   6   6   622   3   2312321122212222112 334 36  3  3120192120 00
 76322122222222122   366664   4   2   4   2   31   04   2   3   5   8   3   3   2   3   3   2   2   31   26666   3   2   2   4   4   2   4   2   1   1   1   1   1   1   2   1   1   1   2   1   2   4   3   4   3   3   3   466666666   2   2   2   2   2   1   2   2   2   2   2   1   1   1   2   2   2   2   2   1   1   1   2   3   2   31   3   1   1   16666666666666666   2   1   2   6   1   1666666666666666666666666   3   5   3   3   5   2   2   30.7318595811585630.824335963854263 0.744644954867960.7252619749153340.1221240241,035607929114425 0.1341101708972811,43838155648961  11011626 41   1   2   6 66   6616 62410   2   621 1 96 616666666666 16121   1   2   11   666155122221222221211222222 8 42   1   1   2   2   2   2 3   2   6   6   6   6   6   6   6   6   612   3   2122211111222212122 115 36  3  5320195221 12
 40032122222222122   366665   5   2   5   2   36   61   9   3   5   7   4   4   4   4   3   3   3   31   26666   5   1   3   3   2   2   3   1   3   2   2   2   3   2   2   2   2   2   2   2   1   3   3   3   3   3   3   3   4   3   2   2   3   1   2   1   2   2   2   1   2   2   1   2   2   1   2   2   2   2   2   1   2   2   2   326666666666666666   4   1   1   2666666666666666666666666   69999   4999999999999   4   2   5   4   3   2   1   10.8604998161962520.4709867338818550.6463950766047940.8345899050590250.4930190840,837678269113312  1.229241804540421,40325647403466  1 911626 33   6   6  66 16   6666 11666   6   61666 2266661166666 4 46611   1   2   15   666234321222222221222222222 8 61   1   2   2   2   2   2 4   2   6   6   6   6   6   6   6   6   633   3   2222223114222122122 735 51  5666120192111 87
 88522122222222221   1   14   5   2   4   3   32   54   6   4   5   8   2   4   3   2   4   1   1   326666   1   4   2   1   3   2   2   4   3   3   3   2   2   1   1   2   2   1   2   2   2   2   3   4   3   4   4   3   4   3   3   2   3   2   2   1   1   2   2   2   1   2   2   1   2   2   2   1   2   2   2   2   1   2   2   3   31   1   1   2   16666666666666666   1   1   19999   1   1666666666666666666666666   7   3   6   4   3   1   1   40.750083235292631  0.64737317182120.6118919692205260.7150154475101030.1399389550,4262581321155340.07721397852518850,142107756164982 11211626 41   1   2   7 32   6666 83410   2   621 1 56 16666666 566 74631   1   3   21   66618522122222222121222221212 91   1   1   1   1   1   2 4   2   6   6   6   6   6   6   6   6   622   3   2221151231122211212 523 36  3  4420194120 01
 95122122222222122   366664   5   2   5   3   32   61   1   3   5   8   5   4   3   4   2   2   2   4199996666   4   1   3   3   3   3   3   3   3   3   1   1   1   1   2   1   2   2   2   1   2   3   3   3   3   3   3   5   4   4   4   2   19999   2   1   2   2   2   1   2   2   2   2   2   2   2   2   2   1   1   1   1   4   4   326666666666666666   4   1   1   1666666666666666666666666   2   29999999999999999   5   2   2   3   3   3   1   10.8001522429473890.6486619537192650.7543467615251080.6989049187183110.1363135831,071609019115522  0.104796993098290,686152545729036 11219626 41   1   2   7 16   6361 622 6   6   212 8 51 46611666 266 12631   2   6   61   66615522122222222122212222210 41   1   1   1   2   2   2 3   2   6   6   6   6   6   6   6   6   631   3   1222232212222122111 531 61  6  5420192111 87
147812211222222122   366664   5   3   4   3   22   61   3   4   6   7   3   3   3   2   3   1   1   21   16666   4   2   2   2   3   4   4   2   2   3   2   3   2   2   2   2   1   1   1   2   2   3   3   3   4   3   3   3   3   3   2   1   4   1   2   1   2   2   2   1   2   2   1   2   2   2   2   1   1   2   2   1   3   2   1   326666666666666666   1   1   2   1666666666666666666666666   3   3   1   3   1   5   3   1   3   4   3   2   1   10.6920922499817640.6660252441668190.5455247614095610.6568575665288361.0916461930,770269977113338  1.414112654604851,2318771838405   1 811626 32   3   2   2 16   6666104666   6   61666 52666611666 266 13621   2   6   61   66616522221221222122122222211 81   1   2   1   2   2   2 3   1   2   1   2   2   2   2   2   2   222   2   2222113211222121112 911 61  6666220198111 97
 72422122222222122   366664   4   2   4   2   32   04   6   3   6   7   3   4   3   4   3   1   1   31   26666   3   2   2   4   3   2   4   3   3   3   1   1   1   1   2   1   2   1   2   2   2   3   3   3   3   3   3   366666666   2   1   3   2   1   2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   31   1   2   2   26666666666666666   1   1   1   5   1   1666666666666666666666666   6   4   6   5   5   1   1   50.7318595811585630.7591937027081520.8152069251063990.8691886136856960.0584609451,4414706871155310.03378278695341390,524128849209773 11211626 41   1   2   7 66   6616 932 7   2   621 1 26 4666666666 2116621   1   2   11   66616522122222222122122222211 81   1   2   1   2   1   2 5   2   6   6   6   6   6   6   6   6   621   4   1121232321222112113 225 46  4  4320191111108
161922122222222221   366662   3   3   3   2   33   24  10   4   0   5   3   3   3   3   3   1   1   11   26666   4   1   1   3   2   3   4   3   1   1   1   1   1   1   1   2   1   2   2   2   2   3   3   4   2   3   3   2   3   3   1   1   1   1   1   1   1   2   2   2   2   2   1   1   2   2   1   2   2   2   2   2   2   1   1   426666666666666666   1   1   1   1666666666666666666666666   6   5   6   7   7   6   4   8   2   3   2   2   2   30.505852470228487 0.688114068240610.6670408182916130.6240800959588870.3397078091,028300899114426 0.3558226199532480,885912083481358 1 911626 41   1   2   5 16   6666 723 9   6   111 8 22 2661166666 4 16643   2   6   62   66615422222221112122221122210 42   1   2   1   1   1   1 3   1   2   2   1   2   2   2   2   2   222   3   2122211221221221113 121 51  5  5420196111 86
 10312122222222221   366663   5   2   5   2   41   04   4   2   4   5   5999999999999999999999999999926666   2   2   2   1   1   4   3   2   1999999999999   199999999   1   2   1   1   2   1   2   2   1   3   3   3   3   366666666   5   1   2   1   2   1   2   2   2   2   1   2   1   2   2   1   1   2   1   2   2   2   1   3   1   326666666666666666   399999999   2666666666666666666666666   4   4   4999999999999   48888   4   3   5   4   2   6 0.842285550858750.674686941412075  0.4630284547813 0.312834088514371.7098616213,378090476216613  1.854190648437841,2954440378613   21411626 73   6   6  66 66   6616 11666   2   62666 56666666666 366 32611   1   3   13   1 525542221111121222122122288993   2   2   2   2   2   2 1   1   2   2   2   2   1   2   2   2   212   3   2112122211212221114 332 66  6666120193111 97
 81912122222222122   366665   5   2   5   2   3299994   8   3   8   7   3   3   3   3   3   2   2   21   26666   3   1   3   3   3   3   3   3   1   1   1   1   1   1   1   1   1   1   1   1   2   3   3   3   3   3   3   366666666   1   1   2   1   1   1   1   2   1   2   1   2   2   2   2   2   2   2   2   1   2   2   1   3   2   41   1   1   1   16666666666666666   6   5   4   6   7   4666666666666666666666666   4   8   5   3   3   2999999990.888176544041761             99990.725743420020963             99990.1788209630,998383235213333 0.1861026387082410,596870418435935 2 711626 21   2   2   6 73   6616 723 8   2   62777 66666666666 266111643   2   6   68   66619229999999999333333333377993   3   3   3   3   3   299   9   6   6   6   6   6   6   6   6   678   7   27778899989999917787779 56  5666420193111 86
132612122222222221   366664   5   2   5   2   42   62   2   4   7   8   4   4   2   4   4   1   1   426666   1   3   3   3   3   3   3   3   3   3   3   2   2   2   3   2   2   2   2   2   2   1   3   3   3   3   3   3   4   3   3   2   1   3   1   2   1   2   2   2   1   2   1   1   1   2   2   1   2   2   2   2   2   2   3   2   21   4   1   1   26666666666666666   4   4   1   6   2   2666666666666666666666666   7   6   7   4   4   1   1   5 0.876477381305750.9513319194016180.8000867976747580.8609469612560490.0974492470,437029021114437 0.1048004673114910,399170154503071 11011626 41   1   2   7 16   6666 93511   6   611 1 12 1661166666 3116642   2   6   61   66617522122222222122221222212 61   1   1   1   2   2   2 4   2   6   6   6   6   6   6   6   6   622   3   2221222111222122113 913 46  4  4420197112 72
