10121 911626 4112 7 16116626662 7 5616 266 136 61  6 1616 366104  54432662666165222222222211222222222993773333322666666666 422323222321226622122113 5221261516235525221222 6 8 51226666666621.574858602           233220.621151256           2300 01
20242 911626 4112 7 1612 62666410 5611 666 616 54  5 1616 266104  44322661666164122222222211222222222 72112222222666666666 422411222222146622122112 31421615 6233525221222 3 8 4112666666662 1.07142797           244380.761992532           8111 97
336621011626 3132 3 16116626662 7 5616 666 616 46  4 1616 916 62  24321322666155222222122221112212221 41 92212222666666666 242222222341126612222123 33512665 9124332421121 1 1 61126666666621.031778363           244280.477457584           8112 80
31332 811626 136666 1612 426662 7 5613 166 236 51  566666666666666611126631 5213422222222211222222222 11 31222221222222221 322221223252256612222211 42221612 9232232421222 3 3 4221212222112 0.67065489           233250.156860076           5111 87
228121211626 4112 7 16116626661 5 261666 51066 56  5 6226 161 11  51111321666195122222121221221222222101111111122666666666 412321212222216622122213 5352151416133232321222 4 5 51126666666621.641458739           255121.024099874           2112102
106911411626 4112 7 62266666613 8 91666666 766 20  2 6116 166115  43211111666135122222222122221222222101132211221222222221 212222221211116612222214 6313162514123333321122 4 5 2122666666662 3.45062085           166182.983184901           8112 70
19301 611626 3232 2 1611662666511 161666 6 966 32  366666666666666611126632 7233522222222212222222222 51 71122222666666666 412321211332326622122123 7111266516134535221222 5 4 61126666666620.345243185           122460.950990476           6112 40
146421311626 3132 5 16116626661 4 261666 4 366 51  5 1616 566 51  632112231 5245322222222211222222222993882222222666666666 341321228221126612222112 22112515 6235515121222 288 41812222221121.091967355           255171.283190292           7111 86
262111111626 4112 5 1611661666511 261666 6 666 32  3 1616 166115  44431331666153122122112221222212222 71121212222666666666 442322221122116621112212 32221515 6233534321222 7 4 62226666666620.488318959           144460.763711794           6112 90
224111411626 4112 7 6226666661511 5666 666 516 46  4 6226 561104  53212661666244322222222212221222212 61101112112666666666 41231122223121662211221110242151512214525221212 5 4 12326666666621.196200815           166471.927281649           7111 86
10582 611626 3232 3 1611662666410 6616 6661016 41  466666666666666611126632 4221222221222221222222222101131222222666666666 312221221232256622122213 8222151416234423221222 5 4 31226666666621.698644825           222321.668652786           1111108
137321011626 136666 16166666663 88866666661166 32  366666666666666622111232 4145222222222211222221122 22 51222229666666666 32331321431114 412221124 0221266516133525216211 3 2 22211222222120.530084703           244380.376992758           8112 62
297311019626 536666 82266663612 7 266666 5 266 47  46666666666666661112661666153122222222212221122222 11 32222222666666666 222223221311116612222213 53121413 1123342321121 6 9 41111222222120.629795656           144120.485260383           2221 11
263821121626 4112 7 1612 62666410 161366 51066 41  4 6226 461 72  53211211666145222222222211221222222 71111112222666666666 43231121232122 522111213 32221514 8233323321222 5 2 7662666666662 0.93682543           244320.522512792           2111 87
15421 811626 4132 2 1611662666410 261666 41166 51  5 1616 566115  311126632 4141221222222221222222222102121222222666666666 342323212221216612222222 9212156414233424321122 8 7 6112666666662 0.69881607           133350.284644592           6111 97
298221311626 4112 7 62266666612 6 466666 3 566 46  4 6226666210466632113132 4152122222221222221222222993771222222666666666 412311112232216622122222 03221665 8124523321211 2 1 51126666666620.773507023           266220.247013925           5111 44
295911111626 136666 16116626661 1 5616 266 136 61  66666666666666661112665666145121222222221222222222 71 91222222666666666 31122122121211662212231110212141414233333321222 5 8 31126666666621.122496355           14417 1.62903038           7112 94
167521011626 136666 3226666166410 5666 666 516 46  46666666666666662222661666143521222222222212112222993771112211122222222 341225221242416622122213 54521414 6112333421112 4 6 6112666666662 0.50416514           244410.457527599           1111108
119821111626 2122 3 16116616663 8 161666 5 666 41  4 3222 166 62  54311122666235512212222121222222222 31 91222222666666666 222322222322236612222122 5311266513233333321222 3 1 51126666666621.708326872           244341.770825173           4111 86
287021311626 4112 7 6226666661410 266666 61066 41  4 6226 161104  43211211666143122222111222221222222 91111112121222222221 433321222442226622122213 4332131316122324321222 3 4 76626666666621.190690047           255320.609342567           2300 00
345711011626 2122 4 16116626662 6 461666 1 166 61  6 7223 461 93  64542661666174122222112121222211222 31101122221211222222 341321222121226612222212 5212151416233333221222 4 7 31326666666620.761447234           144220.313131015           2300 00
330021211626 4112 7 32266663662 7 6666 666 316 56  5 6226 561 62  53212661666155212222122222211222222 31 71112212666666666 431321221311116621222213 43521515 6113423221221 2 4 31212122222120.907350627           25525 0.17916621           5211 23
138121411626 136666 6226666661511 926666661166 31  36666666666666661112661666154122222222212221222222 82 91211222666666666 513311212211116622122312 7222131116235424221222 1 1 76626666666620.411746238           266470.585441304           7111 65
101821011626 4112 5 1611662666511 161666 6 666 32  3 6226 561104  43212662666164122222211221221222222 91111222222666666666 322221111221216622122112 2212151414133342321122 3 7 51211122222220.435027636           244450.221309852           5111 86
22151 821626 3132 2 16116626661 5 162666 51166 54  5 1616 366 51  55421323177233422222222211333333333993771212222666666666 27842122311114 222121414 4332121316135524221122 377 76626666666622.646688605           133112.344515076           1111108
24992 733926 4112 3 1612 316662 6 461166 11166 66  6 42216666 1166643226631 5233499999999993333333333993883333322666666666998888882422225 322211484 8314146188115513121212 3 8 76626666666621.319018167           222271.587975828           7111 97
309021111626 4112 7 1612 52666410 461566 31166 41  4 6226 561 62  34311321666195222222222211221222222 42101111122666666666 412413222232226622112214 83321414 9134425221212 477 41126666666622.260241074           255332.011162422           3111 97
214121411626 4112 7 62266666611 4 6666 266 716 55  5 6226 561 83  33211311666155122122222222221222222 91121212221222222221 332311212322116622122211102221514 9232334221222 1 1 12226666666621.313933192           26612 0.78617524           2111 75
312611111626 4112 7 1616666666410 826666661161 47  4 6226 161115  44311321666185122222222211221222222 91121111221222222221 342323211222216622212222 43421565 6123443421222 7 5 41126666666620.636074125           144350.238391563           5112 60
116421411626 736666 6226666661511 5666 5661146 32  36666666666666661111111666154521222122222221222212101121222221222222221 412311211522326622122411 6242131310124424221222 3 3 31226666666620.368146476           266440.516501704           4112 82
17572 511626 4112 3 1611662666511 5616 666 646 54  5 1616 56611599911126632 4231321212212221222222222102111112222666666666 523422221331226622212213 6222151416233424221222 4 2 5122666666662 1.11112967           212473.162170855           8211 12
138011111626 736666 16116626661 1 5616 166 136 20  266666666666666611111132 4143222222222211222121222993771222222666666666 43332122212111662112212477221256577234424221222 6 8 61126666666620.852306725           144161.056533453           6111 86
343021411626 4112 7 62266666611 5 5666 566 646 36  3 6226 561 51  31112661666175222222222212221222222101131112212666666666 532321212431216622122212 72121515 9234525221222 2 3 1112666666662 3.45062085           266112.184044214           1111108
288921211626 436666 6226666661511 166666 6 866 32  36666666666666662211311666185222222111222221222222101131111122666666666 513312214442316622122322 2211256516133424121212 3 1 51126666666620.274583013           255410.228634986           1111108
212111311626 3132 4 62266666611 4 92666666 866 20  2 1616 366 51  51111111666145522222222211221222212 91102222221222222221 322321222221116622122113 62521515 4233424321122 5 6 52126666666621.714178343           155172.282573581           7112 70
288511211626 4112 7 6226666661511 5666 5661146 36  3 1616 566115  33211311666165222122111221221222222993771111112666666666 42441312133431 221111412 42221313 8134524221212 7 5 21126666666620.697307298           155480.793070834           8111 97
304411011626 136666 16116626662 6 5616 266 216 61  666666666666666611126632 4213321222222221222222222 71 91222222666666666 422323222221126622122114 5211251514124525221222 7 7 41126666666620.417442989           14428 0.21889353           8111 97
345121311626 4112 7 6226666661511 366666 61066 32  3 6226 361115  31111211666175222222222212221222222101131112212666666666 523312114443336622122112 32312515 6234525221222 3 2 51126666666620.519027097           255420.408545986           2111 75
33211 823626 4112 4 1611662666410 6616 466 136 47  4 1616 166115  34542665666185522222222213311321111101133333312666666666 68441888465551 12221112110515116516235555516121 8 9 1551111111112 3.45062085           133113.056662045           1111108
25201 711626 3132 2 1611661666511 5616 566 636 36  3 1616 566115  31112662666241522222222211222222222101121111122666666666 612312221343346622212211 72421515 9233524221222 5 4 22226666666620.745682645           133410.833379458           1111108
260111211626 4112 7 62266666611 5 5666 566 726 36  3 7223 561 51  53211211666155222222222212221222222 51 91212222666666666 422321212212116622212311 52221614 9134524221222 7 9 11112222221122.092101025           15518 1.88595726           8111 97
22291 911626 136666 32266661662 7 166666 1 166 61  666666666666666611126632 4232122222122222212221222 22 32222221122222221 124322222111116612222313 5212151416123434222122 5 6 6111222122212 0.71730379           133280.408785779           8112 70
150211323612 3132 4 6226666661511 166666 6 966 32  3 1616 166115  44321322666152222222122221222212222 71111222221212222222 32331221243222 421111111 21512514 4224525221122 6 7 11326666666620.421037433           155420.375542417           2112 82
173511411626 5232 2 62266666612 6 5666 266 436 61  666666666666666611113131 5225412212222222221222222 41 62222222666666666 333223223511226612222222 32231462 4234424221222 3 3 22312212222122.812722032           166211.076686997           1111108
322221311626 136666 1611662666511 161666 6 966 32  36666666666666662211121666145522222222211222222222 71101111222666666666 31222311243322 212221121 12212665 4133323421222 5 5 31126666666620.545478998           255460.690782158           6111 97
312221011626 4112 7 1612 626662 7 461166 4 766 46  4 1616 566 62  34312661666165122222222121222222222 92121221222666666666 512321221321116622112213 33321514 6232333321212 3 2 31112122221121.118314899           244341.159227902           4120 00
194611311626 4112 6 62266666621 56666666666666666666 6226 661 83  51112661666135222222222212221222222102131112122666666666 312313212331116612222313 8312141414134525321112 7 8 12326666666621.695003016           166250.363724493           5111 86
233321111626 4112 7 16116626661 5 6616 666 516 54  5 1616 666 62  64412661666155122222222211222222222 32101121222666666666 422321222211116622122313 4342141416122233321212 2 5 41126666666622.596706885           244173.325674965           7111 65
167121311626 4112 7 62266666611 4 366666 11166 51  5 6226 161 62  443126632 4151222222222212221121222 71122122222666666666 311323222121116612222213 22221514 6234424221222 3 7 61126666666621.558462615           255280.661712452           8111 75
30241 711626 136666 8226666361410 5666 466 246 47  466666666666666611111232 4223321212222222222221122 21 31222221221222222 14212322122115 222121321 25512565 4111151422112 6 5 61112122222121.073157795           133310.779765863           1111108
19241 911626 4112 4 1611662666410 5616 666 746 46  4 1616 566115  54432662666234322221122121222222222 42102222222666666666 241223211421246621222122 5321266116121142421122 6 8 41126666666621.058295011           13337 1.36917306           7111 97
120021211626 3132 4 62266666612 7 5666 466 646 46  4 6226 561 93  63211311666134222222222212221222212 71111122121222212222 422311222322216622212122 23521565 6123332321221 3 1 21112122221120.575286199           255250.113596492           5111 33
310621311626 2122 4 6226666661511 166666 6 966 32  3 6226 561104  43211211666252522222122222221222222 91121112112666666666 43122322242225 122111212 7352151312232333421222 3 3 31126666666620.480333005           26642  0.3625994           2112104
32342 711626 136666 1611662666511 361666 4 566 51  56666666666666661112662666142122222222211222222222 41 61222222666666666 332324222111116622122313 5212151416132344321122 677 7662666666662  0.5133306           222450.459945312           5400 00
179211311626 4112 7 62266666613 8 5666 666 746 55  5 1616 166115  33212662666154122122221221221222222 81111222222666666666 322324214531216622212112 3242161516235544321222 6 7 51126666666621.276260916           155361.190698477           6111 97
248121111626 736666 1612 426662 6 5611 666 246 56  566666666666666611111131 5145222222222211221222222 51 61222222666666666 342322222311136612222222 82121565 9233534221122 3 5 7662666666662 0.55696671           244220.202128773           2111 75
253421311626 4112 7 62266666611 5 5666 6661126 41  4 6226 161 72  532112132 4164122222111222221222222 41 92212222666666666 322321222221216622122113 5212151516234523321222 3 5 41126666666621.324943445           255120.826627184           2300 00
21941 923626 3132 6 16116626663 9 261666 51166 41  4 1616 266104  445313431 5243522222222211222212222 42111112222666666666 51342121225222 822121213 32221514 6234523321222 7 9 76626666666622.222080794           133311.614583388           1111108
173221411626 736666 62266666612 7 16666688 566 51  56666666666666661112661666155222222222212221222222 92101112112666666666 522321222332216621222412 82221212 9234433321222 1 2 76626666666621.647346965           267150.931012344           5111 86
18621 611626 3132 3 16116626663 9 5616 166 836 61  6 3221 466104  443226632 4151122222211221212212222 31 91222222666666666 312321214235226622122123 03412565 4133543221222 5 4 12411222222120.692286203           122371.451461479           7112 90
120721211626 136666 6226666661410 5666 4661146 36  366666666666666611126632 4241322222222211222222212101121222222666666666 513313122342146612222412 32451212 8223433221222 3 4 51126666666620.551617332           25538 0.35995663           8111 97
278011011626 136666 1611661666511 161666 6 866 32  36666666666666661112661666244522222222211222222222101111221222666666666 52221322432122 222121111 32412615 5112232421222 5 4 61126666666620.266571973           144470.488087071           7111 97
272411111626 136666 32266663663 9 166666 4 966 51  566666666666666611111232 2234522222222212212221222 21 42221221122222222 212311222413256612222212 33221514 5234424322222 7 5 11111222222121.086913104           144341.276694278           4111 87
339211011626 136666 16116626663 9 5616 466 746 46  46666666666666661112661666233322222222211222222222 71 91122122666666666 413322222244146621222122 5251266516133323221222 7 7 31226666666620.588996254           144350.220747445           5111 97
316511011626 3132 2776766666665116666666666666666666 1616 566115  44432665666172222222222211222222221101131112222666666666 433313212325236622112213 32221514 6134533221222 6 8 31226666666620.297934234           144450.171747997           5111 97
310921011626 4112 7 1611662666511 361666 6 966 41  4 1616 826104  44321221666175222222222211222222222 92121111222666666666 442323221231226622122313 6222151416223333321222 6 4 61126666666620.540985451           244440.862538366           4211 12
288721311626 3132 3 16116626663 9 5616 3661116 46  4 1616 916 62  21111111666141122222111221222222212 91102212222666666666 412313221211126612222124 4221266516234524221222 4 2 6112666666662 1.07492608           255270.674172614           7400 00
205821123626 4112 6 31116626363 9 5626 266 236 61  6 1616 566 83  656326631 5254422222222211313311333 21101212222666666666 15131412121114 122121413 81531121 5134424121122 4 9 41426666666621.345739773           211312.107129222           1111108
 9972 911626 4112 4 16116626663 8 461666 3 566 46  4 1616 566104  43211212666143222221112221222222222 91111112221122222222 331121221411136622122112 74512515 9112343321112 2 1 31112122222120.774291371           244320.431859697           2111 87
187511311626 536666 62266666612 6 5666 3661126 61  666666666666666611113132 9222322222222212221222222 41 61222222666666666 412322222242326622122312 53121413 9225423321222 4 5 2112666666662 0.95781021           155371.046161411           7211 23
31272 411626 7231 1 42266661662 666666666666666666666666666666666661112668666242411112222223333332223 82 92333322666666666 451225221121156612222124 55541665 3231555522122 6 4 76617777777122.116042482           244181.834685657           8111 97
103711311626 4112 7 62266666611 4 466666 1 466 61  6 6226 661 11  632126632 5255422222222212221222222993772222221222222221 238324223111146612222223 5312156416284533321282 4 8 3122666666662 3.45062085           166182.983184901           8111 97
202011211626 2122 1 1612 62666410 5611 666 746 46  4 1616 566 72  43212661666225322221222221222222212 71111111111212222222 212222212322236621112213 5222141411232433421222 5 7 12226666666620.945833892           155310.580207241           1111108
178611411626 136666 6226666661511 166666 6 966 32  366666666666666611126632 7225422112222222221222222101111212222666666666 522473211425356622122121 03512565 3123534221212 5 8 21212122222121.073891398           166410.971740925           1111108
13331 711626 3132 5 3226666266511 6666 666 136 32  3 1616 166115  44431231666244422222211121222212222993771112222666666666 322221223222256621222113 4245151516212333321228 7 6 76626666666620.711794346           122481.553970983           8111 97
285521111626 2222 4 1611662666511 161666 61166 32  36666666666666661112661666213322211222221222222222101131111212666666666 422213211442416622122322 5225146416223333322222 3 1 41126666666620.481480127           244410.436941052           1111108
130211211626 4112 7 1616666666511 916666661166 31  3 6226 561 83  432111132 5245322222222212121222212101131111111222222221 321313221214216621222212 43421515 9223323321122 8 8 31126666666620.954990874           155410.901063951           1111108
343921311626 536666 6226666661511 166666 41166 41  466666666666666611126632 4223322222222212221222222 31 52212221222222221 22232212141111 512221311 0412151416112333321211 1 1 76626666666621.322197083           25534 1.25755054           4111 75
164811411626 4112 7 6226666661410 82666666 165 10  1 6226 821 93  13211311666185122222222212221222212 91121112122666666666 513312112232226621122211 22221514 9134515221212 6 8 22426666666620.870533176           166350.287095743           5221 11
259921211626 4112 7 62266666612 7 5666 666 716 55  5 6226 561 93  41111311666195122222222212221222222101111122122666666666 533412223321226622112123 42221565 6134525221222 5 2 7662666666662 3.45062085           255133.743166738           3112 93
324811013626 313299 16116616662 7 5616 266 116 61  6 1616 266 72  54312662666154222222221221322222222 32 91111112666666666 332321211111226621222312 6332141316233435321222 7 8 41126666666621.413764921           144210.615009154           1112104
10792 911626 4112 6 1611662666511 261666 6 866 32  3 1616 566104  34421231666165222222222211222212222 81131111222666666666 522412212324336622112112 4222151510233333321222 1 1 31126666666620.343410465           244450.174701819           5111 97
144111032226 4112 5 16166666663 8 91666666 166 20  2 1616 916 51  11112661666154122222111222122222222 71 91222211222222221 33121421231321 222121113 42231625 9235535221222 8 7 12126666666620.461846291           144360.469607745           6112 80
20891 711626 3132 2 1611661666410 461666 3 666 47  4 1616 466104  44322665666141222222222211222212222 61111212222666666666 312421222232226622112123 7221266516133525221222 7 8 42226666666621.518395628           122321.690190727           2111 87
182721211626 536666 62266666613 9 366666 31066 41  466666666666666611112132 4232122222222212221222222 71 91212222666666666 323321221322116622212213 4222151516233334321222 3 5 11226666666620.614123566           244380.436760645           8111 97
196621112626 4112 7 16116626661 1 5616 266 146 61  6 1616 166 62  553111132 2153222222222211221222222 71121222222666666666 342323222521156622122124 9352166514133345321211 3 1 76612122222122.961763874           244163.240040187           6111 64
138921033126 2122 3 16116626663 8 5616 266 746 46  4 1616 166 62  43211112666231521222222221222222222101131222212666666666 42232321221221 622111212 82221413 9232323221222 1 1 11226666666621.309195301           244310.772432964           1111108
251121211626 2122 3 1611661666410 5616 5661046 41  4 6226 261104  43211212666154221222222221221222222 91121112212666666666 522411211223226622122212 42321515 6234525221222 5 4 31226666666620.645504347           255420.508101044           2111 87
243311411626 4112 7 6112 71666511 461566 6 866 32  3 6226 361115  33211121666165122222222212221222222993771222271222222221 422372211321216621112211 7212161512133524221222 8 8 31126666666620.805954208           166480.879087026           8111 97
15841 711626 3132 2 1612 12666511 161166 6 966 32  3 1616 266104  432126632 4222522221222221222222222 91111112222666666666 523313221232226622112113 32212515 8234525222222 5 5 32211222222120.380571513           133470.757314017           7111 86
240911111626 536666 82266663612 6 5666 266 116 48  46666666666666661111112666153221222222222222122222 41 62222222666666666 312323223411116612222213 34521515 6115525221211 7 6 61112122222121.699072189           155231.114685191           3112 93
209911213626 3132 5 62266666613 8 6666 3661116 41  4 1616 366 83  53212662666143222222222211221222222 81111222221222222221 242314222211126622122312 9312151312123425221222 6 8 22226666666621.056353242           155380.781103917           8112 91
203911111626 4112 5 82266663611 1 5666 166 426 61  6 1616 666104  432126631 5244322222222211222122222 82111212221222222221 322222222111146622122222 4312156414123333322121 877 76611222222122.674421515           144122.060653797           2120 04
161721011626 136666 1612 226663 8 461366 3 566 46  46666666666666661112665666125122222222211222122222 22 31212222666666666 322321222232116622122113 5452151416123333321211 2 3 51126666666620.468205765           244370.491862917           7112 60
341021211626 536666 16116626662 7 461666881166 51  56666666666666661111318666135122122222221222222222 41 62222222666666666 422321112322116612222313 52121313 8224424221212 3 1 41126666666620.621048029           255270.389509177           7400 00
224321111626 136666 82266663612 7 166666 41066 41  466666666666666611126631 5235422212122122222121222 21 41212221221222222 212221223211126622212123 5452166514111133221211 477 76612122222121.193737703           244240.805145316           4111 64
248021111626 536666 82266663612 6 466666 51166 55  56666666666666661111111666145122222221222222122222 31 41122222666666666 212221221322226612222313 5415161116123434321111 3 2 61226666666620.473521902           244260.276471987           6400 00
137821111626 136666 16116626661 1 5616 66611169999996666666666666661112661666224522222222211222222222 92101212222666666666 422411222242326622112212 51521513 8233525221222 2 2 52126666666621.291076596           255171.517167107           7111 65
110521011626 4112 7 1616666666410 82666666 666 54  5 1616 826115  24411231666244322222222211222222212101131111112666666666 512312221312236622112212 8252141412134524221222 3 5 31112122222121.943878075           244311.146899551           1111108
119211023612 4112 5 1611662666410 5616 266 946 41  4 1616 566104  44532668666164222222221221222222222993771122222666666666 33331312232232 322211322 53241461 8233424221222 6 8 76612122222120.862613864           144441.558463527           4112 81
165021429619 736666 6226666661410 16666688 966 51  56666666666666661111211666165222222222212221222222102111112121222222221 41331221132221 122111212 4323162410133423421222 4 2 41126666666620.622534362           266440.873402516           4111 87
25711 511626 136666 1611662666511 5616 366 246 41  46666666666666661112662666242321222222221222222222 72 81122222666666666 512322211121246612222123 5121266516234524221222 8 7 31226666666620.508364095           122420.870389736           2111 75
272811111626 736666 3112 326362 7 464166 1 166 66  66666666666666661112662666235522211122221212222222 32 51122221122222222 322324212221126622122213 21221514 4234424221222 6 6 31126666666621.214543349           155240.851707145           4300 02
323111311626 136666 6226666661511 166666 6 866 32  36666666666666661112661666225322212222222221222222993771222221222222221 322225221539946622212112 8212161514233443521222 7 4 51126666666621.222639737           166411.106340056           1111108
165221111626 4112 7 16116626663 8 461666 2 566 46  4 1616 466 11  33212661666185122222121221222222212102131111221122222222 512323221342246621112112 5232151410234424321122 3 2 42226666666620.659058195           24436 0.59139028           6112 90
32281 711626 2122 1 16116626663 9 261666 41166 51  5 3221 666 11  54542662666144222122222221212212221 31101112221122222222 222312221122116621222113 6321261512223333221121 5 8 31312122222220.745238206           133360.823549679           6112 90
293111411626 4112 7 62266666611 4 5666 5661136 36  3 6226 561 41  61111111666145122122222222221222222101111111222666666666 412321112512316622122112 43312515 9124525321212 4 8 41126666666622.212637101           166121.500180931           2112 70
31412 811626 4112 7 1611662666410 5616 666 536 54  5 1616 566 72  44432661666175222222222211222212222 51111111112666666666 422322221221156621212213 6332151416233525321222 1 1 41126666666620.672386622           23335 0.24169727           5112 74
31312 511626 2122 3 1612 51666410 361166 61066 41  4 1616 266 93  54321122666142222122122221222212222 61111111221222222221 223311222212116622122213 5231251416233323321221 3 2 6112666666662 0.86555717           212350.504216066           5112 70
14742 911626 4112 7 16116626661 5 5616 466 636 36  3 1616 566104  34321122666165222222222211222222222 91121212222666666666 53231222143212 222121113 5151251516234525121221 3 2 61126666666621.573755377           244161.721619577           6111 97
257321211626 4112 7 62266666613 9 16666688 966 41  4 1616 916104  11111311666185122222222212121222212 81 91112121222222221 422311121333316622112313 33221212 8133524221212 3 1 31126666666620.899999534           255370.867509315           7300 00
149921411626 4112 7 62266666613 9 266666 5 566 41  4 6226 561 93  43211211666155222222122222221222212 71111112222666666666 412312212322226622122312 6322131311233424321222 4 4 51126666666621.504275921           266240.892793743           4112 81
143121211626 4112 7 1611661666410 5616 5661016 41  4 1616 466 72  33211121666165222222222211222222222101131122212666666666 522313221532226622112111 22312615 2232334221212 3 3 41112122222121.704712226           255310.922851826           1111108
 98811211626 4112 7 1616666666511 916666661168 10  1 1616 366115  44332662666173222222221221122221212101131112112666666666 522312222221216621112111 61121515 9234424221212 7 7 11226666666620.441853895           155450.233708496           5112 70
23831 513626 4111 1 1611662666410 461666 2 166 61  6 1616 566 93  532126631 5222221222222221222222222101131222222666666666 31231112125222992121141388223122116234525121222 8 9 5212666666662 3.45062085           112314.063180521           1111108
203811411626 536666 6226666661511 926666661166 31  36666666666666661112661666235322212222222221222222101131212222666666666 523321221532246622112111 72212625 9234424321222 5 8 51126666666620.761648574           167411.097770409           1111108
 9941 811626 4112 5 1611662666410 5616 466 746 46  4 1616 166115  44432662666154221122112221222212222 71121112122666666666 522322211231236622122122 5231266510223534321222 7 8 41226666666620.700747148           133320.481331038           2112 70
28182 611626 3132 3 16116626663 9 5616 166 136 61  6 1616 566104  63212662666181122222222211222222222101131222222666666666 533323223222216622122123 7211256512133223321222 6 9 42226666666621.802805478           222343.291385302           4120 00
20182 811626 4112 5 1612 516663 9 161166 3 866 47  4 1616 566 93  44432662666164122222122221222212222 71121211122666666666 412311211222216622122213 6322141416223323221222 4 5 52226666666620.403780376           233380.312097179           8112 90
26362 611626 3132 3 1612 226663 9 5613 2661016 56  5 1616 566 72  64432662666152122122222221222112222 51111111221221222222 212321222121126622122123 54412665 6122344321111 3 1 51112122222121.250448027           222372.313652395           7300 00
11582 911626 3132 5 16116626663 9 5616 2661046 51  5 6226 461 93  43212662666155221222222221221222212 82111122222666666666 322321113112116622212222 5322156414133524321122 5 8 25126666666621.810649447           244241.221236388           4211 12
32071 733226 4112 3 32266661661 5 466666 1 466 66  6 1616 166115  45412662666131222222222212222222222101131212221122222222 322314221122149922211313 52241231 6234334121222 7 6 76626666666622.050156179           133111.816089003           1111108
33092 811626 136666 16116626663 8 461666 2 766 46  46666666666666661112662666234522222222211222222222 71 91221122666666666 423312222332246622212113 51321515 6133524221222 2 3 31126666666620.826470647           233310.529957076           1112101
224811013626 1232 4 16116626663 9 5616 166 146 66  66666666666666661112662666231422222222211222222222 51 61222222666666666 412322222132236612222123 53521665 6234424221222 4 7 61212122222121.974657526           144362.007842186           6111 97
179621211626 4112 7 62266666612 7 266666881066 56  5 6226 561104  31111211666155222222222212221222222 91101112111222212221 442323223432216622212112 5312151516233333321222 4 3 31126666666622.394957145           255210.843605284           1111108
220721411626 4112 7 62266666611 4 6666 1661126 66  6 6226 161 62  53211311666155122222222212221222222 61101112222666666666 432312223243216622122311 9322131212233524221222 2 5 61126666666621.884597136           266150.668685843           5400 00
29262 911626 4112 6 16116616662 7 461666 2 666 41  4 1616 166 72  44532661666153222222222211222212222993882222222666666666 13131122211114 422211123 6251266516234435221222 4 7 61112122221122.236892034           244210.858740665           1111108
313511411626 4112 7 62266666612 6 266666 2 266 41  4 6226 261 62  53212661666145222222121122221222222 41 91112221222222221 412421222111116612222313 7342151412134535221211 7 9 11126666666621.226642339           166270.836048681           7112 60
265611213626 4112 7 3111662626511 162666 5 866 51  5 6226 561115  31112661666145222222121221211322222 31 52221222666666666 31231311222222 212221212 3312161416123334321212 4 9 1231777777712  0.5432928           15545 0.28736228           5120 00
120911211626 4112 7 62266666613 8 5666 366 926 36  3 8223 561 72  53212661666154222222222212221122212 71102222222666666666 422321221122216612222221 8332146216133434321112 5 7 22326666666621.135967046           155380.839973102           8211 13
22591 711626 4112 5 31116626162 7 5646 266 116 61  6 1616 366 83  44541341666194122221222221222222222 51111212222666666666 422322222222226622122123 8342156414234524281212 8 9 32226666666620.525647528           13325 0.13931418           5111 86
28212 811626 4112 6 1611662666410 5616 6661016 41  4 1616 466 83  44432662666163122222212221222212222 51111112222666666666 332422221121136622122224 5252156416122544221222 4 4 6421212222112 0.93568154           23327 0.69510903           7112 60
11041 811626 4112 2 1611662666410 5616 166 116 66  6 1616 566104  35432662666174122222111221222222222 61121221222666666666 212312221122126622122123 22212665 4234524221222 6 4 31112122222120.809371639           133371.047127533           7112 90
168821211626 536666 1612 726661 1 461166 41166 54  56666666666666661112661666224299999999992222222222 51 71222122666666666 432423112122236622122313 7112151516234424121222 2 2 52212122222120.940929399           255220.313314488           2112102
11912 711626 136666 1616666666410 916666661166 32  366666666666666622211232 9131112222121222222211121 21 42222221222222221 123224224211116612222223 52512564 8121343316122 5 1 5231122222112 1.10167105           22238 1.37995465           8111 97
31721 611626 2122 3 1611661666511 161666 6 466 32  3 1616 566115  33212662666161122122112221222222222 91121112121222222221 31432212123221 421211122 23312565 8121253221222 5 9 31326666666620.873982389           122421.496378891           5400 00
193911219626 4112 7 16116616661 5 5616 1661126 55  5 1616 566 51  53212661666163122222221222221222222 82111211222666666666 413312222321116622122123 5252156516233333221221 477 76612122222121.156884938           155240.811273775           4211 23
27082 711626 1232 3 1611662666410 5616 4661146 46  466666666666666611126632 4212221222222221222222222 51 61112221222222221 31332322211112 222121224 5221256416222425221222 3 1 21212122222120.745756679           233320.452056073           2112102
123321119626 3232 7 16116626662 6 6616 6661026 56  566666666666666611126631 5145222212222122222222222 41 62222221222222221 21132122431113661222232388232126314234535221122 3 4 51312122222120.933171014           244280.431826828           8112 92
196711023612 2122 4776766666663 96666666666666666666 1616 366 72  543213432 4142222222222211222222222 52102112222666666666 332223222221146612229113 7354163516233333321222 7 7 22212122221120.848372154           144350.317957854           5112 81
34422 711626 2122 3 1611661666410 161666 5 666 51  5 1616 166 72  54321121666152222222222121222222222 71112212222666666666 44222322223112 42212121210322151414122342321222 477 42212122222122.524219341           222363.989354676           6111 44
136811211626 536666 62266666612 7 6666 166 416 55  566666666666666611126631 5142222222121222221222222 51 61212222666666666 341323222111136612222123 34312665 8123342421212 5 9 12126666666620.839929763           155150.352127716           5112 81
