"DEPCOM";"PTOT"
"28055";556
"28056";1722
"28057";588
"28058";354
"28059";1832
"28060";257
"28061";3356
"28062";891
"28064";1985
"28065";109
"28067";90
"28068";432
"28070";3682
"28071";675
"28072";408
"28073";337
"28074";265
"28075";1027
"28076";196
"28077";182
"28078";185
"28079";303
"28080";252
"28081";311
"28082";631
"28084";718
"28085";38417
"28086";328
"28087";238
"28088";13076
"28089";2596
"28090";102
"28091";141
"28092";234
"28094";1677
"28095";275
"28096";1189
"28098";1854
"28099";1117
"28100";425
"28102";709
"28103";5650
"28104";891
"28105";558
"28106";407
"28107";368
"28108";232
"28109";317
"28110";4131
"28111";349
"28113";1350
"28114";136
"28116";2851
"28117";270
"28118";433
"28119";158
"28120";461
"28121";106
"28122";1512
"28123";456
"28124";739
"28126";202
"28127";1266
"28128";432
"28129";758
"28130";992
"28132";670
"28134";30656
"28135";1231
"28136";166
"28137";847
"28139";187
"28140";5592
"28141";316
"28142";187
"28143";247
"28144";216
"28146";857
"28147";589
"28148";369
"28149";659
"28151";176
"28153";209
"28154";1683
"28155";205
"28156";911
"28157";124
"28158";1048
"28159";340
"28160";833
"28161";502
"28162";315
"28163";207
"28164";737
"28166";249
"28167";395
"28168";3690
"28169";221
"28170";277
"28171";898
"28172";794
"28173";1487
"28175";172
"28176";675
"28177";662
"28178";301
"28180";511
"28182";318
"28183";690
"28184";341
"28185";1297
"28187";655
"28188";946
"28189";179
"28190";449
"28191";2690
"28192";313
"28193";138
"28194";416
"28195";751
"28196";3295
"28197";145
"28198";807
"28199";2571
"28200";419
"28201";1951
"28202";323
"28203";639
"28206";682
"28207";229
"28208";385
"28209";5742
"28210";219
"28211";581
"28212";206
"28213";663
"28214";3334
"28215";253
"28216";200
"28217";181
"28218";15433
"28219";366
"28220";6673
"28221";145
"28222";385
"28223";1531
"28225";649
"28226";912
"28227";4374
"28229";11085
"28230";379
"28231";182
"28232";590
"28233";1151
"28234";473
"28235";357
"28236";2190
"28237";209
"28239";983
"28240";527
"28242";99
"28243";216
"28245";352
"28246";525
"28247";568
"28248";332
"28249";618
"28251";1067
"28252";192
"28253";1068
"28254";798
"28255";170
"28256";455
"28257";87
"28259";326
"28260";99
"28261";608
"28263";255
"28264";139
"28265";247
"28267";508
"28268";18
"28269";1903
"28270";224
"28271";146
"28272";162
"28273";140
"28274";245
"28275";657
"28276";209
"28277";307
"28278";1474
"28279";4031
"28280";9607
"28281";503
"28282";429
"28283";294
"28284";277
"28285";346
"28286";617
"28287";1028
"28289";227
"28290";294
"28291";530
"28292";734
"28293";1200
"28294";523
"28296";270
"28298";2769
"28299";175
"28300";148
"28301";444
"28302";1097
"28303";106
"28304";432
"28305";296
"28306";202
"28308";258
"28309";1073
"28310";270
"28312";133
"28313";192
"28314";118
"28315";23
"28316";127
"28317";564
"28319";404
"28321";838
"28322";502
"28323";286
"28324";887
"28325";1038
"28326";362
"28327";193
"28329";159
"28330";1383
"28331";995
"28332";1092
"28333";139
"28334";2219
"28335";865
"28336";108
"28337";2809
"28339";350
"28341";248
"28342";261
"28343";441
"28344";263
"28346";57
"28347";945
"28348";3996
"28349";256
"28350";924
"28351";411
"28352";1568
"28353";404
"28354";415
"28355";296
"28357";1055
"28358";2052
"28359";4032
"28360";924
"28362";505
"28363";1026
"28364";779
"28365";408
"28366";320
"28367";333
"28368";197
"28369";717
"28370";499
"28371";1100
"28372";571
"28373";3059
"28374";541
"28375";369
"28377";1782
"28378";527
"28379";461
"28380";1984
"28382";891
"28383";706
"28385";451
"28386";1245
"28387";985
"28388";1052
"28389";342
"28390";319
"28391";2587
"28392";163
"28393";2257
"28394";1412
"28395";439
"28396";313
"28397";402
"28398";1181
"28400";195
"28401";454
"28403";776
"28404";12520
"28405";1075
"28406";1240
"28407";297
"28408";126
"28409";465
"28410";305
"28411";173
"28414";69
"28415";1665
"28417";1339
"28418";163
"28419";350
"28421";277
"28422";3907
"28423";598
"28424";1630
"28425";594
"28426";501
"29001";992
"29002";1377
"29003";3692
"29004";5663
"29005";1198
"29006";3584
"29007";907
"29008";999
"29010";1628
"29011";3516
"29012";196
"29013";216
"29014";428
"29015";3560
"29016";1026
"29017";867
"29018";437
"29019";139571
"29020";5633
"29021";1913
"29022";2504
"29023";3173
"29024";7163
"29025";1545
"29026";5188
"29027";3664
"29028";932
"29029";1151
"29030";3730
"29031";4432
"29032";2068
"29033";527
"29034";659
"29035";1107
"29036";609
"29037";4138
"29038";1017
"29039";19498
"29040";2731
"29041";1893
"29042";7415
"29043";1802
"29044";2069
"29045";2228
"29046";14012
"29047";1855
"29048";2244
"29049";3307
"29051";8313
"29053";1734
"29054";643
"29055";3210
"29056";1913
"29057";3401
"29058";9666
"29059";1051
"29060";2778
"29061";6164
"29062";1097
"29063";432
"29064";445
"29065";901
"29066";1805
"29067";1314
"29068";2493
"29069";7985
"29070";526
"29071";779
"29072";2670
"29073";941
"29074";1007
"29075";14839
"29076";4521
"29077";1999
"29078";2029
"29079";1309
"29080";2239
"29081";1409
"29082";454
"29083";255
"29084";151
"29085";734
"29086";1442
"29087";723
"29089";871
"29090";783
"29091";2106
"29093";1437
"29094";677
"29095";1474
"29097";2043
"29098";2128
"29099";830
"29100";417
"29101";3572
"29102";948
"29103";15911
"29104";341
"29105";9139
"29106";1846
"29107";881
"29108";1454
"29109";1481
"29110";868
"29111";1309
"29112";960
"29113";2307
"29114";363
"29115";292
"29116";152
"29117";5651
"29119";1469
"29120";2033
"29122";668
"29123";791
"29124";7305
"29125";830
"29126";206
"29128";403
"29130";5089
"29131";472
"29132";791
"29133";1510
"29134";785
"29135";4050
"29136";1156
"29137";2126
"29139";867
"29140";3835
"29141";354
"29142";455
"29143";963
"29144";744
"29145";876
"29146";3395
"29147";3183
"29148";954
"29150";6763
"29151";14725
"29152";701
"29153";2673
"29155";833
"29156";2010
"29158";5142
"29159";824
"29160";8464
"29161";3087
"29162";3656
"29163";3161
"29165";3521
"29166";514
"29167";1978
"29168";1229
"29169";3154
"29170";4187
"29171";3800
"29172";2191
"29173";2464
"29174";6147
"29175";2106
"29176";1762
"29177";3784
"29178";6292
"29179";3719
"29180";933
"29181";2878
"29182";1064
"29183";712
"29184";2520
"29185";3471
"29186";1600
"29187";788
"29188";2757
"29189";13327
"29190";4179
"29191";3477
"29192";1761
"29193";1413
"29195";6622
"29196";2160
"29197";3960
"29198";1852
"29199";5084
"29201";2059
"29202";1263
"29204";2084
"29205";1200
"29206";2280
"29207";4489
"29208";1241
"29209";3785
"29210";2866
"29211";662
"29212";12977
"29213";1761
"29214";680
"29215";2955
"29216";4157
"29217";2811
"29218";1570
"29220";8309
"29221";1794
"29222";395
"29224";1208
"29225";2165
"29226";1516
"29227";1490
"29228";679
"29229";1116
"29230";1712
"29232";63148
"29233";12185
"29234";2907
"29235";11621
"29236";4171
"29237";1797
"29238";836
"29239";3447
"29240";958
"29241";7632
"29243";451
"29244";813
"29245";1540
"29246";211
"29247";3515
"29248";834
"29249";709
"29250";757
"29251";648
"29252";943
"29254";4626
"29255";922
"29256";767
"29257";2072
"29259";6603
"29260";8122
"29261";200
"29262";786
"29263";1110
"29264";781
"29265";1030
"29266";3035
"29267";718
"29268";1875
"29269";1037
"29270";1641
"29271";898
"29272";3202
"29273";2401
"29274";5344
"29275";734
"29276";1200
"29277";2271
"29278";1783
"29279";2914
"29280";2085
"29281";1012
"29282";359
"29284";2405
"29285";515
"29286";243
"29287";961
"29288";605
"29289";116
"29290";677
"29291";960
"29292";316
"29293";7039
"29294";637
"29295";553
"29296";1341
"29297";2315
"29298";580
"29299";336
"29300";1601
"29301";386
"29302";3716
"2A001";3181
"2A004";70804
"2A006";3350
"2A008";1738
"2A011";52
"2A014";69
"2A017";1825
"2A018";158
"2A019";55
"2A021";77
"2A022";80
"2A024";187
"2A026";187
"2A027";54
"2A028";145
"2A031";525
"2A032";4053
"2A035";162
"2A038";48
"2A040";376
"2A041";3189
"2A048";511
"2A056";107
"2A060";68
"2A061";108
"2A062";387
"2A064";32
"2A065";1313
"2A066";57
"2A070";393
"2A071";213
"2A085";1484
"2A089";133
"2A090";688
"2A091";171
"2A092";1134
"2A094";72
"2A098";707
"2A099";275
"2A100";67
"2A103";2039
"2A104";1237
"2A108";217
"2A114";1465
"2A115";154
"2A117";80
"2A118";208
"2A119";130
"2A127";86
"2A128";92
"2A129";43
"2A130";3263
"2A131";163
"2A132";146
"2A133";150
"2A139";1786
"2A141";125
"2A142";667
"2A144";104
"2A146";53
"2A154";109
"2A158";28
"2A160";255
"2A163";538
"2A174";98
"2A181";628
"2A186";223
"2A189";1211
"2A191";124
"2A196";53
"2A197";98
"2A198";541
"2A200";152
"2A203";100
"2A204";97
"2A209";2011
"2A211";564
"2A212";475
"2A215";904
"2A228";1772
"2A232";281
"2A240";112
"2A247";11746
"2A249";3706
"2A253";51
"2A254";195
"2A258";61
"2A259";58
"2A262";49
"2A266";90
"2A268";80
"2A269";1341
"2A270";337
"2A271";3268
"2A272";3240
"2A276";485
"2A278";87
"2A279";124
"2A282";147
"2A284";369
"2A285";77
"2A288";1373
"2A295";111
"2A300";1097
"2A308";403
"2A310";101
"2A312";422
"2A322";103
"2A323";385
"2A324";400
"2A326";123
"2A330";502
"2A331";62
"2A336";474
"2A345";596
"2A348";901
"2A349";810
"2A351";376
"2A357";47
"2A358";57
"2A359";226
"2A360";130
"2A362";2745
"2A363";58
"2B002";243
"2B003";27
"2B005";32
"2B007";202
"2B009";2166
"2B010";357
"2B012";48
"2B013";25
"2B015";24
"2B016";548
"2B020";598
"2B023";117
"2B025";85
"2B029";302
"2B030";133
"2B033";48037
"2B034";658
"2B036";90
"2B037";7902
"2B039";222
"2B042";8738
"2B043";1628
"2B045";65
"2B046";161
"2B047";276
"2B049";2401
"2B050";5665
"2B051";74
"2B052";19
"2B053";20
"2B054";192
"2B055";121
"2B057";318
"2B058";317
"2B059";106
"2B063";31
"2B067";33
"2B068";26
"2B069";95
"2B072";53
"2B073";106
"2B074";398
"2B075";70
"2B077";681
"2B078";30
"2B079";480
"2B080";145
"2B081";43
"2B082";40
"2B083";163
"2B084";224
"2B086";200
"2B087";2196
"2B088";212
"2B093";897
"2B095";128
"2B096";7467
"2B097";57
"2B101";78
"2B102";74
"2B105";113
"2B106";12
"2B107";154
"2B109";232
"2B110";73
"2B111";52
"2B112";229
"2B113";54
"2B116";27
"2B120";5627
"2B121";349
"2B122";55
"2B123";4222
"2B124";211
"2B125";51
"2B126";68
"2B134";3103
"2B135";310
"2B136";146
"2B137";24
"2B138";149
"2B140";103
"2B143";1087
"2B145";210
"2B147";116
"2B148";5893
"2B149";80
"2B150";1220
"2B152";842
"2B153";115
"2B155";46
"2B156";20
"2B157";29
"2B159";89
"2B161";70
"2B162";693
"2B164";24
"2B165";326
"2B166";619
"2B167";426
"2B168";1936
"2B169";986
"2B170";111
"2B171";34
"2B172";588
"2B173";242
"2B175";108
"2B176";69
"2B177";61
"2B178";74
"2B179";61
"2B180";80
"2B182";250
"2B183";96
"2B184";86
"2B185";1739
"2B187";138
"2B188";514
"2B190";183
"2B192";156
"2B193";593
"2B194";25
"2B195";125
"2B199";177
"2B201";192
"2B202";23
"2B205";841
"2B206";35
"2B207";3386
"2B208";110
"2B210";120
"2B213";66
"2B214";25
"2B216";18
"2B217";41
"2B218";97
"2B219";91
"2B220";135
"2B221";16
"2B222";38
"2B223";502
"2B224";653
"2B225";101
"2B226";65
"2B227";34
"2B229";319
"2B230";109
"2B231";97
"2B233";166
"2B234";19
"2B235";85
"2B236";178
"2B238";213
"2B239";213
"2B241";31
"2B242";689
"2B243";42
"2B244";42
"2B245";43
"2B246";193
"2B248";41
"2B250";151
"2B251";3663
"2B252";179
"2B255";43
"2B256";26
"2B257";156
"2B260";157
"2B261";549
"2B263";70
"2B264";66
"2B265";369
"2B267";45
"2B273";45
"2B274";96
"2B275";67
"2B277";339
"2B280";122
"2B281";1167
"2B283";713
"2B286";864
"2B287";144
"2B289";117
"2B290";280
"2B291";37
"2B292";71
"2B293";215
"2B296";130
"2B297";59
"2B298";1675
"2B299";106
"2B301";60
"2B302";92
"2B303";749
"2B304";143
"2B305";2896
"2B306";121
"2B307";1460
"2B309";1805
"2B311";767
"2B313";2031
"2B314";352
"2B315";277
"2B316";1001
"2B317";57
"2B318";578
"2B319";789
"2B320";297
"2B321";16
"2B327";198
"2B328";96
"2B329";111
"2B332";230
"2B333";137
"2B334";108
"2B335";352
"2B337";130
"2B338";36
"2B339";26
"2B340";123
"2B341";711
"2B342";2464
"2B343";1796
"2B344";40
"2B346";2855
"2B347";264
"2B350";177
"2B352";210
"2B353";3318
"2B354";429
"2B355";359
"2B356";143
"2B361";288
"2B364";32
"2B365";106
"2B366";100
"30001";512
"30002";783
"30003";8455
"30004";3338
"30005";214
"30006";5682
"30007";40792
"30008";928
"30009";172
"30010";3381
"30011";8311
"30012";4224
"30013";469
"30014";1018
"30015";162
"30016";287
"30017";210
"30018";507
"30019";2843
"30020";2367
"30021";316
"30022";179
"30023";817
"30024";465
"30025";228
"30026";1081
"30027";2565
"30028";18070
"30029";1612
"30030";361
"30031";198
"30032";15716
"30033";4905
"30034";7272
"30035";242
"30036";3425
"30037";2838
"30038";330
"30039";2293
"30040";130
"30041";1216
"30042";2549
"30043";575
"30044";89
"30045";390
"30046";972
"30047";6304
"30048";179
"30049";376
"30050";172
"30051";1338
"30052";629
"30053";777
"30054";296
"30055";660
"30056";328
"30057";1644
"30058";210
"30059";2410
"30060";4089
"30061";2282
"30062";5832
"30064";111
"30065";452
"30066";540
"30067";425
"30068";876
"30069";492
"30070";718
"30071";400
"30072";460
"30073";1665
"30074";22
"30075";4244
"30076";858
"30077";1777
"30079";263
"30080";863
"30081";966
"30082";4236
"30083";2418
"30084";638
"30085";1073
"30086";622
"30087";223
"30088";631
"30089";1777
"30090";259
"30091";1667
"30092";1683
"30093";96
"30094";147
"30095";564
"30096";942
"30097";280
"30098";423
"30099";245
"30100";700
"30101";645
"30102";563
"30103";935
"30104";747
"30105";140
"30106";707
"30107";587
"30108";158
"30109";449
"30110";374
"30111";431
"30112";1563
"30113";237
"30114";688
"30115";255
"30116";1081
"30117";2843
"30119";159
"30120";1085
"30121";248
"30122";687
"30123";3666
"30124";214
"30125";4950
"30126";728
"30127";1087
"30128";4095
"30129";694
"30130";832
"30131";1103
"30132";5019
"30133";8456
"30134";307
"30135";3814
"30136";1126
"30137";137
"30138";2204
"30139";355
"30140";1122
"30141";6315
"30142";1147
"30143";216
"30144";466
"30145";1590
"30146";1472
"30147";1517
"30148";302
"30149";914
"30150";264
"30151";488
"30152";2059
"30153";124
"30154";402
"30155";6871
"30156";8633
"30158";427
"30159";744
"30160";252
"30161";194
"30162";664
"30163";164
"30164";715
"30165";1209
"30166";2479
"30167";810
"30168";621
"30169";5716
"30170";930
"30171";1228
"30172";746
"30173";1697
"30174";1418
"30175";200
"30176";199
"30177";652
"30178";1507
"30179";3175
"30180";586
"30181";442
"30182";1309
"30183";651
"30184";1511
"30185";1429
"30186";1818
"30187";314
"30188";706
"30189";149600
"30191";1166
"30192";422
"30193";686
"30194";281
"30195";33
"30196";440
"30197";263
"30198";259
"30199";56
"30200";954
"30201";366
"30202";10395
"30203";339
"30204";367
"30205";247
"30206";4032
"30207";733
"30208";44
"30209";4028
"30210";3259
"30211";4082
"30212";2259
"30213";21
"30214";2159
"30215";376
"30216";833
"30217";7573
"30218";252
"30219";107
"30220";256
"30221";5519
"30222";182
"30223";4177
"30224";612
"30225";1647
"30226";1225
"30227";3257
"30228";1704
"30229";594
"30230";585
"30231";367
"30232";428
"30233";653
"30234";279
"30235";843
"30236";119
"30237";649
"30238";58
"30239";590
"30240";385
"30241";1877
"30242";160
"30243";7041
"30244";368
"30245";809
"30246";111
"30247";291
"30248";459
"30249";1056
"30250";397
"30251";551
"30252";239
"30253";1171
"30254";1983
"30255";3036
"30256";742
"30257";1949
"30258";13784
"30259";4408
"30260";1074
"30261";220
"30262";257
"30263";3856
"30264";167
"30265";243
"30266";885
"30267";518
"30268";648
"30269";2436
"30270";1512
"30271";712
"30272";141
"30273";1425
"30274";3367
"30275";308
"30276";3500
"30277";496
"30278";3031
"30279";670
"30280";350
"30281";1643
"30282";847
"30283";182
"30284";4472
"30285";741
"30286";758
"30287";643
"30288";1249
"30289";84
"30290";1820
"30291";288
"30292";448
"30293";347
"30294";5217
"30295";3063
"30296";155
"30297";233
"30298";500
"30299";1082
"30300";535
"30301";304
"30302";2104
"30303";835
"30304";185
"30305";3518
"30306";562
"30307";2598
"30308";776
"30309";319
"30310";278
"30311";1912
"30312";2051
"30313";750
"30314";236
"30315";2051
"30316";243
"30317";1748
"30318";208
"30319";608
"30320";161
"30321";4972
"30322";271
"30323";122
"30324";875
"30325";1469
"30326";1993
"30327";56
"30328";1045
"30329";438
"30330";923
"30331";1803
"30332";121
"30333";4345
"30334";8418
"30335";130
"30336";1379
"30337";426
"30338";141
"30339";1420
"30340";591
"30341";11630
"30342";1265
"30343";605
"30344";5242
"30345";340
"30346";1822
"30347";1393
"30348";1777
"30349";534
"30350";3785
"30351";11767
"30352";1751
"30353";63
"30354";204
"30355";1029
"30356";2866
"31001";121
"31002";243
"31003";1274
"31004";2662
"31005";296
"31006";215
"31007";65
"31008";248
"31009";185
"31010";107
"31011";265
"31012";100
"31013";361
"31014";77
"31015";22
"31017";100
"31018";229
"31019";31
"31020";877
"31021";132
"31022";8690
"31023";310
"31024";425
"31025";905
"31026";1048
"31027";202
"31028";1185
"31029";333
"31030";75
"31031";588
"31032";7187
"31033";9868
"31034";235
"31035";4092
"31036";1553
"31037";1578
"31038";664
"31039";76
"31040";36
"31041";112
"31042";2293
"31043";143
"31044";16516
"31045";492
"31046";12
"31047";88
"31048";3382
"31049";566
"31050";642
"31051";467
"31052";1557
"31053";1340
"31054";180
"31055";170
"31056";6675
"31057";1504
"31058";126
"31059";115
"31060";117
"31061";192
"31062";108
"31063";164
"31064";26
"31065";3015
"31066";4100
"31067";43
"31068";25
"31069";25145
"31070";478
"31071";436
"31072";68
"31073";598
"31074";290
"31075";1211
"31076";476
"31077";570
"31078";146
"31079";4689
"31080";1630
"31081";5
"31082";1089
"31083";234
"31084";1081
"31085";246
"31086";92
"31087";328
"31088";2836
"31089";673
"31090";379
"31091";5890
"31092";122
"31093";971
"31094";2819
"31095";127
"31096";177
"31097";450
"31098";1087
"31099";390
"31100";2362
"31101";466
"31102";217
"31103";59
"31104";672
"31105";224
"31106";2520
"31107";5752
"31108";270
"31109";463
"31110";639
"31111";283
"31112";190
"31113";13809
"31114";245
"31115";59
"31116";10734
"31117";4319
"31118";6468
"31119";208
"31120";723
"31121";63
"31122";114
"31123";72
"31124";385
"31125";35
"31126";391
"31127";4
"31128";843
"31129";21
"31130";86
"31131";71
"31132";63
"31133";100
"31134";79
"31135";4846
"31136";2003
"31137";160
"31138";246
"31139";192
"31140";180
"31141";221
"31142";243
"31143";277
"31144";728
"31145";2909
"31146";14
"31147";644
"31148";497
"31149";39090
"31150";6861
"31151";838
"31152";93
"31153";417
"31155";236
"31156";349
"31157";18265
"31158";181
"31159";469
"31160";2381
"31161";1185
"31162";1043
"31163";2649
"31164";208
"31165";6234
"31166";268
"31167";692
"31168";125
"31169";6954
"31170";245
"31171";313
"31172";52
"31173";265
"31174";533
"31175";608
"31176";189
"31177";136
"31178";199
"31179";332
"31180";132
"31181";2069
"31182";5271
"31183";311
"31184";2009
"31185";119
"31186";2981
"31187";12034
"31188";5914
"31189";215
"31190";233
"31191";95
"31192";784
"31193";1896
"31194";175
"31195";30
"31196";244
"31197";329
"31198";101
"31199";205
"31200";79
"31201";70
"31202";6165
"31203";9156
"31204";80
"31205";3122
"31206";1288
"31207";79
"31208";325
"31209";150
"31210";1264
"31211";690
"31212";1851
"31213";147
"31215";481
"31216";269
"31217";66
"31218";118
"31219";445
"31220";368
"31221";67
"31222";47
"31223";44
"31224";1203
"31225";186
"31226";81
"31227";843
"31228";1853
"31229";691
"31230";4272
"31231";639
"31232";8840
"31233";991
"31234";434
"31235";44
"31236";75
"31237";227
"31238";485
"31239";1633
"31240";594
"31241";305
"31242";19
"31243";77
"31244";375
"31245";187
"31246";864
"31247";1317
"31248";6275
"31249";1265
"31250";669
"31251";144
"31252";1918
"31253";2809
"31254";3972
"31255";318
"31256";290
"31258";229
"31259";2080
"31260";100
"31261";1208
"31262";415
"31263";3107
"31264";564
"31265";246
"31266";202
"31267";63
"31268";135
"31269";1483
"31270";1000
"31271";2113
"31272";66
"31273";2854
"31274";179
"31275";166
"31276";290
"31277";1522
"31278";320
"31279";77
"31280";369
"31281";1359
"31282";8941
"31283";268
"31284";1631
"31285";743
"31286";619
"31287";3153
"31288";316
"31289";269
"31290";39
"31291";9328
"31292";72
"31293";2783
"31294";97
"31295";82
"31296";438
"31297";2110
"31299";3726
"31300";126
"31301";132
"31302";291
"31303";3104
"31304";455
"31305";196
"31306";92
"31308";51
"31309";228
"31310";342
"31311";1178
"31312";34
"31313";112
"31314";391
"31315";959
"31316";488
"31317";474
"31318";212
"31319";142
"31320";953
"31321";124
"31322";64
"31323";356
"31324";2376
"31325";179
"31326";91
"31327";223
"31328";318
"31329";206
"31330";512
"31331";306
"31332";224
"31333";90
"31334";1291
"31335";25
"31336";623
"31337";91
"31338";775
"31339";491
"31340";272
"31341";5878
"31342";174
"31343";61
"31344";773
"31345";2558
"31346";1027
"31347";167
"31348";38
"31349";902
"31350";86
"31351";4850
"31352";229
"31353";92
"31354";56
"31355";1774
"31356";1760
"31357";302
"31358";3503
"31359";73
"31360";497
"31361";515
"31362";207
"31363";218
"31364";3066
"31365";475
"31366";633
"31367";78
"31368";244
"31369";42
"31370";136
"31371";430
"31372";457
"31373";178
"31374";993
"31375";3079
"31376";104
"31377";727
"31378";83
"31379";188
"31380";489
"31381";2536
"31382";108
"31383";1283
"31384";1737
"31385";206
"31386";213
"31387";130
"31388";389
"31389";4089
"31390";2763
"31391";448
"31392";77
"31393";167
"31394";132
"31395";24808
"31396";3900
"31397";60
"31398";93
"31399";2904
"31400";85
"31401";397
"31402";889
"31403";748
"31404";97
"31405";108
"31406";808
"31407";1238
"31408";89
"31409";2341
"31410";4429
"31411";885
"31412";276
"31413";511
"31414";82
"31415";83
"31416";582
"31417";8515
"31418";921
"31419";175
"31420";2806
"31421";4363
"31422";95
"31423";304
"31424";18885
"31425";444
"31426";850
"31427";926
"31428";52
"31429";2317
"31430";607
"31431";62
"31432";38
"31433";9788
"31434";78
"31435";909
"31436";406
"31437";86
"31439";716
"31440";74
"31441";150
"31442";534
"31443";291
"31444";143
"31445";5641
"31446";14463
"31447";36
"31448";467
"31449";136
"31450";546
"31451";9608
"31452";55
"31453";136
"31454";3531
"31455";2595
"31456";50
"31457";790
"31458";4654
"31459";695
"31460";4131
"31461";291
"31462";1909
"31463";245
"31464";319
"31465";17
"31466";803
"31467";6182
"31468";227
"31469";144
"31470";66
"31471";382
"31472";241
"31473";435
"31474";241
"31475";1358
"31476";888
"31477";42
"31478";1270
"31479";58
"31480";2045
"31481";2091
"31482";214
"31483";11601
"31484";2452
"31485";113
"31486";1282
"31487";227
"31488";10927
"31489";376
"31490";5902
"31491";413
"31492";552
"31493";136
"31494";180
"31495";1279
"31496";261
"31497";2192
"31498";37
"31499";9487
"31500";558
"31501";420
"31502";361
"31503";1000
"31504";222
"31505";320
"31506";12520
"31507";1627
"31508";34
"31509";152
"31510";141
"31511";235
"31512";887
"31513";371
"31514";56
"31515";448
"31516";1768
"31517";2355
"31518";577
"31519";192
"31520";122
"31521";340
"31522";58
"31523";1775
"31524";131
"31525";584
"31526";8396
"31527";146
"31528";126
"31529";118
"31530";254
"31531";78
"31532";94
"31533";2240
"31534";208
"31535";658
"31536";262
"31537";176
"31538";222
"31539";62
"31540";309
"31541";3277
"31542";207
"31543";109
"31544";210
"31545";216
"31546";131
"31547";9322
"31548";49
"31549";19
"31550";527
"31551";500
"31552";135
"31553";1161
"31554";242
"31555";486755
"31556";380
"31557";27685
"31558";344
"31559";6
"31560";460
"31561";11456
"31562";121
"31563";1310
"31564";142
"31565";878
"31566";522
"31567";426
"31568";272
"31569";382
"31570";298
"31571";287
"31572";2633
"31573";3630
"31574";2985
"31575";1170
"31576";345
"31577";141
"31578";918
"31579";796
"31580";943
"31581";1557
"31582";4662
"31583";1068
"31584";5962
"31585";1789
"31586";558
"31587";1624
"31588";9987
"31589";1404
"31590";44
"31591";79
"31592";1960
"31593";87
"32001";729
"32002";78
"32003";47
"32004";142
"32005";318
"32007";222
"32008";74
"32009";88
"32010";103
"32012";1095
"32013";22196
"32014";112
"32015";89
"32016";671
"32017";134
"32018";209
"32019";518
"32020";278
"32021";74
"32022";154
"32023";109
"32024";162
"32025";159
"32026";109
"32027";1375
"32028";106
"32029";667
"32030";129
"32031";165
"32032";320
"32033";108
"32034";55
"32035";246
"32036";665
"32037";132
"32038";197
"32039";118
"32040";143
"32041";181
"32042";129
"32043";150
"32044";320
"32045";420
"32046";204
"32047";107
"32048";87
"32049";81
"32050";97
"32051";129
"32052";138
"32053";191
"32054";388
"32055";133
"32056";53
"32057";133
"32058";41
"32059";134
"32060";214
"32061";186
"32062";160
"32063";184
"32064";410
"32065";227
"32066";256
"32067";51
"32068";139
"32069";63
"32070";217
"32071";194
"32072";48
"32073";219
"32075";225
"32076";530
"32077";88
"32078";232
"32079";1234
"32080";143
"32081";131
"32082";349
"32083";997
"32084";52
"32085";180
"32086";81
"32087";113
"32088";323
"32089";247
"32090";341
"32091";354
"32092";95
"32093";100
"32094";431
"32095";610
"32096";1639
"32097";118
"32098";316
"32099";72
"32100";155
"32101";226
"32102";224
"32103";171
"32104";160
"32105";354
"32106";920
"32107";6506
"32108";153
"32109";196
"32110";401
"32111";52
"32112";251
"32113";91
"32114";124
"32115";332
"32116";148
"32117";861
"32118";145
"32119";3942
"32120";425
"32121";515
"32122";352
"32123";565
"32124";187
"32125";123
"32126";160
"32127";646
"32128";206
"32129";146
"32130";217
"32131";153
"32132";5980
"32133";261
"32134";343
"32135";135
"32136";168
"32138";155
"32139";112
"32140";69
"32141";116
"32142";140
"32143";284
"32144";76
"32145";46
"32146";273
"32147";3024
"32148";101
"32149";1196
"32150";212
"32151";63
"32152";331
"32153";168
"32154";107
"32155";1168
"32156";215
"32157";181
"32158";243
"32159";547
"32160";8960
"32161";98
"32162";1145
"32163";295
"32164";118
"32165";218
"32166";120
"32167";303
"32169";150
"32170";140
"32171";176
"32172";299
"32173";211
"32174";218
"32175";223
"32176";119
"32177";166
"32178";76
"32180";568
"32181";243
"32182";180
"32183";236
"32184";132
"32185";154
"32186";81
"32187";121
"32188";78
"32189";107
"32190";501
"32191";143
"32192";240
"32193";229
"32194";211
"32195";46
"32196";166
"32197";228
"32198";188
"32199";194
"32200";377
"32201";340
"32202";279
"32203";251
"32204";377
"32205";107
"32206";212
"32207";341
"32208";3665
"32209";280
"32210";672
"32211";196
"32212";216
"32213";2159
"32214";104
"32215";149
"32216";163
"32217";64
"32218";63
"32219";304
"32220";149
"32221";232
"32222";240
"32223";58
"32224";247
"32225";109
"32226";81
"32227";807
"32228";91
"32229";78
"32230";47
"32231";442
"32232";42
"32233";1220
"32234";324
"32235";165
"32236";70
"32237";478
"32238";87
"32239";452
"32240";64
"32241";171
"32242";1509
"32243";271
"32244";167
"32245";148
"32246";202
"32247";309
"32248";139
"32249";2198
"32250";79
"32251";67
"32252";1125
"32253";513
"32254";344
"32255";159
"32256";3455
"32257";64
"32258";227
"32260";79
"32261";360
"32262";387
"32263";129
"32264";202
"32265";107
"32266";147
"32267";116
"32268";810
"32269";494
"32270";79
"32271";303
"32272";164
"32273";187
"32274";201
"32275";45
"32276";72
"32277";129
"32278";119
