"DEPCOM";"PTOT"
"46047";168
"46049";205
"46050";147
"46051";372
"46052";257
"46053";423
"46054";378
"46055";1103
"46056";105
"46057";610
"46058";411
"46059";222
"46060";223
"46061";180
"46062";428
"46063";1856
"46064";878
"46065";448
"46066";632
"46068";171
"46069";168
"46070";569
"46072";309
"46073";421
"46074";413
"46075";231
"46076";346
"46078";97
"46079";102
"46080";768
"46081";76
"46082";359
"46083";1129
"46084";314
"46085";238
"46086";620
"46087";662
"46088";819
"46089";957
"46090";144
"46091";210
"46092";222
"46093";89
"46094";268
"46095";1045
"46096";97
"46097";108
"46098";294
"46100";672
"46101";452
"46102";9776
"46103";1000
"46104";96
"46105";776
"46106";250
"46107";166
"46108";405
"46109";488
"46111";165
"46112";231
"46113";305
"46114";360
"46115";165
"46116";71
"46117";670
"46118";671
"46119";285
"46120";329
"46121";149
"46122";104
"46123";371
"46124";303
"46125";327
"46126";225
"46127";3985
"46128";3468
"46129";286
"46130";223
"46131";171
"46132";519
"46133";253
"46134";273
"46135";48
"46136";269
"46137";1235
"46138";936
"46139";205
"46140";354
"46142";166
"46143";1270
"46144";259
"46145";795
"46146";96
"46147";126
"46148";1735
"46149";697
"46151";123
"46152";301
"46153";586
"46154";350
"46155";139
"46156";1234
"46157";134
"46159";223
"46160";432
"46161";256
"46162";199
"46163";291
"46164";248
"46165";453
"46167";103
"46168";185
"46169";205
"46170";930
"46171";227
"46172";500
"46173";735
"46174";232
"46175";917
"46176";690
"46177";525
"46178";260
"46179";128
"46180";580
"46181";99
"46182";1801
"46183";203
"46184";356
"46185";1611
"46186";362
"46187";530
"46188";304
"46189";504
"46190";127
"46191";1127
"46192";273
"46193";457
"46194";182
"46195";358
"46196";104
"46197";1049
"46198";105
"46199";351
"46200";267
"46201";1739
"46202";543
"46203";215
"46204";596
"46205";331
"46206";122
"46207";300
"46208";289
"46209";158
"46210";65
"46211";363
"46212";71
"46213";155
"46214";381
"46215";622
"46216";665
"46217";443
"46218";188
"46219";350
"46220";782
"46221";529
"46222";190
"46223";167
"46224";3515
"46225";2394
"46226";230
"46227";223
"46228";718
"46229";1010
"46230";86
"46231";1965
"46232";1010
"46233";110
"46234";99
"46235";171
"46236";136
"46237";378
"46238";272
"46239";216
"46240";611
"46241";188
"46242";176
"46243";195
"46244";95
"46245";78
"46246";76
"46247";156
"46249";117
"46250";79
"46251";3479
"46252";310
"46253";178
"46254";141
"46255";341
"46256";198
"46257";124
"46258";161
"46259";142
"46260";214
"46262";638
"46263";690
"46264";191
"46265";329
"46266";529
"46267";565
"46268";878
"46269";63
"46270";242
"46271";398
"46272";256
"46273";868
"46276";185
"46277";208
"46279";214
"46280";178
"46281";204
"46282";93
"46283";317
"46284";403
"46286";178
"46288";211
"46289";158
"46290";338
"46292";179
"46293";475
"46294";142
"46295";201
"46296";442
"46297";1208
"46299";120
"46301";514
"46302";138
"46303";128
"46304";135
"46305";303
"46306";85
"46307";640
"46308";102
"46309";3243
"46310";122
"46311";1340
"46312";272
"46313";430
"46314";172
"46315";170
"46316";293
"46317";477
"46318";226
"46319";170
"46320";320
"46321";372
"46322";813
"46323";97
"46324";216
"46328";324
"46329";325
"46330";1303
"46332";326
"46333";175
"46334";1585
"46335";397
"46336";347
"46337";256
"46338";78
"46339";352
"46340";365
"47001";33006
"47002";105
"47003";426
"47004";4415
"47005";490
"47006";584
"47007";163
"47008";111
"47009";225
"47010";224
"47011";200
"47012";313
"47013";320
"47014";200
"47015";2044
"47016";1135
"47017";410
"47018";175
"47019";980
"47020";179
"47021";1522
"47022";543
"47023";358
"47024";1640
"47025";558
"47026";235
"47027";3013
"47028";836
"47029";484
"47030";209
"47031";5588
"47032";6182
"47033";414
"47034";625
"47035";325
"47036";376
"47037";250
"47038";614
"47039";37
"47040";2079
"47041";747
"47042";185
"47043";1277
"47044";309
"47045";478
"47046";629
"47047";182
"47048";1332
"47049";2411
"47050";127
"47051";2392
"47052";4533
"47053";373
"47054";1756
"47055";518
"47056";892
"47057";1394
"47058";256
"47059";258
"47060";1091
"47061";750
"47062";420
"47063";160
"47064";234
"47065";2608
"47066";900
"47067";388
"47068";1066
"47069";3106
"47070";852
"47071";240
"47072";109
"47073";200
"47074";350
"47075";1071
"47076";275
"47077";850
"47078";1361
"47079";513
"47080";134
"47081";714
"47082";214
"47083";97
"47084";270
"47085";294
"47086";1251
"47087";166
"47088";610
"47089";150
"47090";370
"47091";2100
"47092";386
"47093";346
"47094";805
"47095";856
"47096";207
"47097";1001
"47098";352
"47099";626
"47100";5445
"47101";1317
"47102";742
"47103";231
"47104";256
"47105";283
"47106";4800
"47107";310
"47108";250
"47109";287
"47110";1673
"47111";585
"47112";422
"47113";136
"47114";389
"47115";253
"47117";1010
"47118";179
"47119";562
"47120";109
"47121";305
"47122";180
"47123";420
"47124";214
"47125";317
"47126";90
"47127";823
"47128";1128
"47129";276
"47130";329
"47131";707
"47132";222
"47133";604
"47134";369
"47135";376
"47136";132
"47137";1354
"47138";1680
"47139";82
"47140";681
"47141";288
"47142";752
"47143";2267
"47144";582
"47145";3634
"47146";1404
"47147";683
"47148";205
"47150";366
"47151";417
"47152";403
"47154";369
"47155";651
"47156";859
"47157";17530
"47158";170
"47159";1486
"47160";181
"47161";115
"47162";216
"47163";598
"47164";120
"47165";1319
"47167";1511
"47168";3123
"47169";1167
"47170";606
"47171";429
"47172";604
"47173";876
"47174";738
"47175";2321
"47176";177
"47177";191
"47178";401
"47179";2087
"47180";634
"47181";273
"47182";251
"47183";168
"47184";257
"47185";2665
"47186";774
"47187";328
"47188";287
"47189";149
"47190";551
"47191";812
"47192";79
"47193";199
"47194";323
"47195";6847
"47196";219
"47197";254
"47198";340
"47199";313
"47200";115
"47201";9445
"47202";308
"47203";2338
"47204";280
"47205";205
"47206";567
"47207";207
"47208";204
"47209";4175
"47210";1888
"47211";238
"47212";282
"47213";996
"47214";698
"47215";3662
"47216";668
"47217";924
"47218";242
"47219";179
"47220";296
"47221";609
"47222";492
"47223";212
"47224";163
"47225";1969
"47226";533
"47227";178
"47228";720
"47229";223
"47230";402
"47231";172
"47232";523
"47233";3146
"47234";664
"47235";476
"47236";105
"47237";495
"47238";1624
"47239";839
"47240";289
"47241";678
"47242";524
"47244";398
"47245";93
"47246";1484
"47247";244
"47248";569
"47249";525
"47250";128
"47251";322
"47252";6457
"47253";621
"47254";311
"47255";176
"47256";104
"47257";606
"47258";321
"47259";104
"47260";435
"47262";416
"47263";615
"47264";1120
"47265";382
"47266";204
"47267";296
"47269";854
"47271";348
"47272";196
"47273";185
"47274";403
"47275";200
"47276";298
"47277";335
"47278";454
"47279";356
"47280";2310
"47281";242
"47282";238
"47283";1163
"47284";295
"47285";884
"47286";109
"47287";262
"47288";524
"47289";533
"47290";542
"47291";638
"47292";557
"47293";387
"47294";219
"47295";304
"47296";155
"47297";142
"47298";210
"47299";173
"47300";1166
"47301";1052
"47302";656
"47303";230
"47304";63
"47305";392
"47306";1038
"47307";199
"47308";222
"47309";457
"47310";9105
"47311";135
"47312";760
"47313";137
"47314";395
"47315";884
"47316";671
"47317";588
"47318";1009
"47319";104
"47320";389
"47321";317
"47323";21910
"47324";1289
"47325";457
"47326";1689
"47327";408
"47328";547
"48001";175
"48002";564
"48003";248
"48004";207
"48005";331
"48007";50
"48008";194
"48009";2287
"48010";377
"48012";354
"48013";974
"48015";180
"48016";555
"48017";1056
"48018";751
"48019";203
"48020";63
"48021";155
"48025";432
"48026";260
"48027";1039
"48028";143
"48029";147
"48030";384
"48031";78
"48032";223
"48034";2146
"48036";125
"48037";119
"48038";534
"48039";1459
"48041";77
"48042";888
"48043";538
"48044";87
"48045";299
"48046";68
"48048";63
"48050";461
"48051";718
"48053";183
"48054";51
"48055";174
"48056";398
"48058";155
"48059";305
"48061";2072
"48063";223
"48064";369
"48065";79
"48067";100
"48068";155
"48069";53
"48070";752
"48071";69
"48072";230
"48073";97
"48074";234
"48075";893
"48077";49
"48079";110
"48080";2885
"48081";319
"48082";98
"48083";153
"48085";95
"48086";213
"48087";271
"48088";137
"48089";484
"48090";725
"48091";53
"48092";4667
"48094";974
"48095";12224
"48096";820
"48097";217
"48098";95
"48099";2115
"48100";116
"48103";1210
"48104";542
"48105";362
"48106";97
"48107";180
"48108";75
"48110";101
"48111";234
"48112";164
"48115";160
"48116";572
"48117";120
"48119";252
"48121";247
"48123";178
"48124";104
"48126";352
"48127";1293
"48128";586
"48129";231
"48130";121
"48131";132
"48132";1364
"48135";183
"48136";142
"48137";623
"48138";66
"48139";252
"48140";4182
"48141";110
"48144";272
"48145";164
"48146";930
"48147";644
"48148";507
"48149";36
"48150";190
"48151";66
"48152";252
"48153";86
"48155";456
"48156";879
"48157";104
"48158";110
"48160";157
"48161";68
"48163";112
"48165";183
"48166";286
"48167";37
"48168";189
"48169";212
"48170";191
"48171";190
"48173";237
"48174";139
"48175";178
"48176";89
"48177";321
"48178";221
"48179";118
"48181";62
"48182";57
"48185";165
"48187";98
"48188";251
"48190";213
"48191";93
"48192";91
"48193";209
"48194";427
"48198";546
"49002";3003
"49003";1761
"49007";154477
"49008";940
"49009";464
"49010";317
"49011";428
"49012";368
"49015";14060
"49017";588
"49018";11799
"49020";5298
"49021";7210
"49022";1370
"49023";23401
"49026";2796
"49027";2089
"49028";125
"49029";1271
"49030";995
"49035";6795
"49036";752
"49038";245
"49041";2021
"49045";600
"49048";3036
"49050";10856
"49053";357
"49054";2830
"49055";2316
"49056";264
"49057";345
"49058";881
"49060";3497
"49061";800
"49063";6526
"49064";400
"49067";345
"49068";1870
"49069";16350
"49070";690
"49076";765
"49080";8762
"49082";945
"49086";3979
"49089";1052
"49090";973
"49092";20981
"49099";54173
"49100";469
"49102";340
"49107";468
"49109";1588
"49110";1866
"49112";934
"49113";515
"49114";146
"49120";1388
"49121";473
"49123";1723
"49125";11097
"49127";3371
"49129";4249
"49130";652
"49131";747
"49132";1552
"49135";2171
"49138";2628
"49140";1540
"49155";1433
"49160";2644
"49161";326
"49163";2746
"49167";4521
"49170";812
"49171";123
"49174";1318
"49176";4974
"49178";870
"49180";6807
"49182";872
"49183";4897
"49188";840
"49192";3190
"49193";3812
"49194";5815
"49195";1200
"49200";6312
"49201";2056
"49205";974
"49209";432
"49211";1219
"49214";7521
"49215";3740
"49216";578
"49217";774
"49218";15784
"49219";437
"49220";3677
"49221";835
"49222";1999
"49223";5641
"49224";993
"49228";5589
"49231";1463
"49235";431
"49236";124
"49237";135
"49240";1003
"49241";2450
"49244";18014
"49246";12809
"49247";2445
"49248";8962
"49253";1188
"49257";1019
"49259";2339
"49260";1913
"49261";8660
"49262";657
"49266";1222
"49267";9201
"49269";2765
"49271";2102
"49272";1098
"49278";3396
"49283";3649
"49284";1397
"49288";229
"49291";383
"49292";3407
"49294";2880
"49298";3637
"49299";2974
"49301";25324
"49302";453
"49306";1674
"49307";15809
"49308";2086
"49310";593
"49311";1320
"49321";383
"49323";7365
"49326";818
"49328";26594
"49329";1336
"49330";1186
"49331";17471
"49332";4173
"49333";2945
"49334";327
"49336";881
"49338";1428
"49339";1494
"49341";755
"49343";3198
"49344";1231
"49345";5739
"49347";4407
"49352";1327
"49353";14756
"49355";3048
"49358";568
"49359";577
"49361";1835
"49362";1223
"49364";1143
"49367";5742
"49368";1992
"49369";1264
"49370";478
"49371";1721
"49373";7829
"49374";1464
"49377";5617
"49378";2558
"49381";1827
"50002";4061
"50003";2789
"50004";550
"50006";150
"50008";446
"50013";387
"50015";662
"50016";179
"50019";422
"50021";77
"50022";112
"50023";676
"50024";172
"50025";10245
"50026";80
"50027";951
"50028";96
"50029";1171
"50030";564
"50031";2235
"50032";1021
"50033";142
"50034";543
"50036";429
"50038";414
"50039";131
"50040";126
"50041";11384
"50042";428
"50044";318
"50045";613
"50046";428
"50048";558
"50049";663
"50050";138
"50052";144
"50054";189
"50055";114
"50058";1637
"50059";317
"50060";431
"50062";114
"50064";178
"50066";2338
"50069";344
"50070";74
"50072";213
"50074";2139
"50076";3438
"50077";1055
"50078";395
"50079";414
"50081";774
"50082";5869
"50083";594
"50084";547
"50085";1221
"50086";323
"50087";2157
"50088";136
"50090";617
"50092";699
"50093";423
"50094";409
"50095";1785
"50096";208
"50097";125
"50098";632
"50099";10080
"50101";235
"50102";747
"50105";98
"50106";263
"50108";415
"50109";1792
"50110";1031
"50111";1023
"50112";470
"50115";377
"50117";354
"50118";333
"50120";358
"50121";246
"50124";162
"50126";129
"50129";79121
"50130";419
"50135";217
"50137";628
"50138";546
"50139";4033
"50142";1038
"50143";858
"50144";548
"50145";593
"50146";230
"50147";8453
"50148";525
"50149";1165
"50150";230
"50151";2105
"50152";227
"50155";299
"50156";64
"50158";281
"50159";677
"50161";593
"50162";1572
"50164";1013
"50165";3138
"50166";324
"50167";813
"50168";2792
"50169";103
"50172";351
"50174";195
"50175";208
"50176";343
"50177";369
"50178";1274
"50181";332
"50182";279
"50183";343
"50184";1766
"50185";1039
"50186";207
"50188";1093
"50190";175
"50192";138
"50193";217
"50194";368
"50195";249
"50196";488
"50197";1963
"50198";455
"50199";441
"50200";805
"50205";280
"50207";175
"50208";154
"50209";1532
"50210";344
"50214";273
"50215";3198
"50216";807
"50217";594
"50218";12563
"50219";661
"50221";60
"50222";786
"50225";139
"50227";309
"50228";1127
"50229";89
"50230";881
"50231";690
"50232";468
"50233";157
"50234";79
"50235";266
"50236";3989
"50237";1294
"50238";462
"50239";1792
"50240";536
"50241";181
"50243";526
"50246";67
"50247";183
"50251";368
"50252";905
"50253";178
"50256";3272
"50258";112
"50259";640
"50260";1695
"50261";172
"50262";524
"50263";367
"50265";192
"50266";420
"50267";2231
"50268";248
"50269";204
"50270";407
"50271";84
"50272";1015
"50273";1410
"50274";1002
"50275";128
"50276";574
"50277";596
"50278";277
"50279";607
"50281";775
"50282";281
"50283";74
"50285";322
"50288";1291
"50289";719
"50290";324
"50291";126
"50292";2656
"50294";1286
"50295";140
"50296";219
"50297";1026
"50298";647
"50299";220
"50300";166
"50302";281
"50304";192
"50305";729
"50310";173
"50311";226
"50312";135
"50315";249
"50317";269
"50321";504
"50324";118
"50326";235
"50327";179
"50328";787
"50332";704
"50334";277
"50335";504
"50336";227
"50338";302
"50340";187
"50341";2100
"50342";805
"50345";685
"50347";237
"50349";1356
"50350";524
"50351";88
"50352";332
"50353";29
"50356";822
"50357";77
"50359";2940
"50360";274
"50361";241
"50362";288
"50363";1453
"50364";699
"50365";481
"50368";69
"50369";815
"50370";619
"50371";410
"50372";186
"50373";90
"50374";31
"50376";399
"50378";634
"50379";153
"50382";628
"50384";219
"50387";364
"50388";1155
"50389";448
"50390";155
"50391";2659
"50393";2588
"50394";2263
"50395";265
"50397";213
"50398";203
"50399";178
"50400";3270
"50401";741
"50402";3222
"50403";1432
"50405";237
"50407";916
"50408";562
"50409";1932
"50410";4330
"50411";668
"50412";2567
"50413";567
"50417";1789
"50419";3187
"50420";888
"50421";269
"50422";192
"50423";203
"50425";1134
"50426";372
"50428";508
"50429";738
"50430";38
"50431";1086
"50433";1019
"50435";592
"50436";1298
"50437";797
"50442";251
"50443";516
"50444";2502
"50445";346
"50446";547
"50447";444
"50448";671
"50450";334
"50451";129
"50452";676
"50453";800
"50454";424
"50455";957
"50456";549
"50457";203
"50461";189
"50462";383
"50463";526
"50464";625
"50467";493
"50468";769
"50469";315
"50471";284
"50472";201
"50473";396
"50474";546
"50475";924
"50476";223
"50478";434
"50479";112
"50480";749
"50481";904
"50482";164
"50483";933
"50484";5932
"50486";614
"50487";4902
"50488";635
"50489";523
"50490";352
"50491";444
"50492";2479
"50493";1430
"50495";73
"50496";378
"50498";795
"50499";483
"50500";647
"50502";19019
"50504";206
"50505";693
"50506";477
"50507";342
"50509";713
"50510";595
"50511";130
"50512";527
"50513";179
"50514";303
"50517";174
"50518";324
"50519";541
"50521";153
"50522";256
"50523";3073
"50525";321
"50528";307
"50529";84
"50531";767
"50532";4053
"50533";179
"50535";916
"50536";149
"50537";409
"50538";449
"50539";1807
"50540";611
"50541";1374
"50542";501
"50543";1320
"50546";3240
"50548";123
"50549";393
"50550";3593
"50551";2099
"50552";329
"50553";356
"50554";1433
"50556";691
"50562";1729
"50563";282
"50564";1299
"50565";2813
"50567";880
"50568";462
"50569";447
"50570";437
"50571";34
"50572";194
"50574";274
"50575";767
"50576";992
"50577";313
"50578";82
"50579";1418
"50580";465
"50582";3165
"50584";400
"50585";1166
"50587";18
"50588";669
"50589";290
"50590";405
"50591";1681
"50592";2317
"50593";590
"50594";1050
"50596";332
"50597";952
"50598";273
"50599";1533
"50601";4378
"50603";781
"50604";742
"50606";527
"50607";392
"50609";132
"50610";209
"50612";733
"50613";408
"50615";6827
"50616";2007
"50617";326
"50618";255
"50619";328
"50621";73
"50624";472
"50626";376
"50628";155
"50629";731
"50633";120
"50634";83
"50637";313
"50639";3864
"50641";650
"50643";787
"50647";1113
"50648";1163
"51001";164
"51002";1414
"51003";275
"51004";115
"51005";170
"51006";145
"51007";963
"51008";221
"51009";856
"51010";140
"51012";71
"51013";99
"51014";306
"51015";115
"51016";238
"51017";325
"51018";892
"51019";245
"51020";53
"51022";185
"51023";262
"51025";1065
"51027";302
"51028";1030
"51029";1752
"51030";5451
"51031";269
"51032";437
"51033";253
"51034";20
"51035";260
"51036";510
"51037";332
"51038";185
"51039";99
"51040";254
"51041";107
"51042";398
"51043";2297
"51044";810
"51045";103
"51046";1003
"51047";46
"51048";154
"51049";595
"51050";129
"51051";213
"51052";594
"51053";74
"51054";1280
"51055";7038
"51056";268
"51057";77
"51058";2550
"51059";352
"51060";180
"51061";120
"51062";95
"51063";167
"51065";644
"51066";336
"51068";208
"51069";120
"51070";223
"51071";193
"51072";210
"51073";217
"51074";1710
"51075";1409
"51076";446
"51077";187
"51078";571
"51079";893
"51080";187
"51081";312
"51082";94
"51083";83
"51084";79
"51085";382
"51086";338
"51087";217
"51088";442
"51089";75
"51090";311
"51091";132
"51092";359
"51093";446
"51094";182
"51095";93
"51097";173
"51098";134
"51099";331
"51100";104
"51101";672
"51102";479
"51103";142
"51104";144
"51105";1431
"51106";126
"51107";334
"51108";44234
"51109";188
"51110";57
"51111";147
"51112";426
"51113";121
"51115";561
"51116";277
"51117";317
"51118";1550
"51119";509
"51120";160
"51121";250
"51122";117
"51124";46
"51125";50
"51126";49
"51127";87
"51128";54
"51129";244
"51130";231
"51132";118
"51133";61
"51134";239
"51135";77
"51136";645
"51137";220
"51138";34
"51139";318
"51140";387
"51141";784
"51142";338
"51143";53
"51144";606
"51145";227
"51146";105
"51147";332
"51148";167
"51149";430
"51150";82
"51151";174
"51152";550
"51153";1018
"51154";210
"51155";616
"51156";127
"51157";73
"51158";567
"51160";1433
"51161";785
"51162";631
"51163";267
"51164";150
"51165";1060
"51166";67
"51167";147
"51168";222
"51169";93
"51170";111
"51171";1485
"51172";6487
"51173";121
"51174";61
"51175";206
"51176";157
"51177";206
"51178";80
"51179";162
"51181";386
"51182";99
"51183";1132
"51184";393
"51185";313
"51186";47
"51187";283
"51188";212
"51190";66
"51191";61
"51192";353
"51193";2404
"51194";454
"51195";829
"51196";887
"51197";78
"51198";657
"51199";406
"51200";378
"51201";128
"51202";751
"51203";223
"51204";1407
"51205";272
"51206";109
"51208";112
"51210";1505
"51211";67
"51212";154
"51213";56
"51214";138
"51215";136
"51216";268
"51217";2918
"51218";130
"51219";219
"51220";140
"51222";96
"51223";55
"51224";171
"51225";304
"51226";56
"51227";494
"51228";89
"51229";122
"51230";22324
"51231";650
"51232";422
"51233";70
"51234";604
"51235";251
"51236";139
"51237";1832
"51238";478
"51239";107
"51240";133
"51241";82
"51242";4837
"51243";314
"51244";241
"51245";570
"51246";224
"51247";144
"51248";2152
"51249";394
"51250";5559
"51251";168
"51252";519
"51253";231
"51254";233
"51255";12
"51256";340
"51258";213
"51259";202
"51260";75
"51262";1846
"51263";378
"51264";520
"51265";586
"51266";520
"51267";178
"51268";174
"51269";273
"51270";232
"51272";450
"51273";71
"51274";116
"51275";188
"51276";146
"51277";272
"51278";275
"51279";184
"51280";27
"51281";619
"51282";1741
"51283";146
"51284";295
"51285";140
"51286";240
"51287";687
"51288";233
"51289";428
"51290";294
"51291";1402
"51292";131
"51293";461
"51294";81
"51295";305
"51296";78
"51298";422
"51299";915
"51300";96
"51301";112
"51302";95
"51303";556
"51304";170
"51305";128
"51306";101
"51307";220
"51308";1858
"51309";110
"51310";224
"51311";206
"51312";931
"51313";327
"51314";224
"51315";148
"51316";277
"51317";56
"51318";576
"51319";97
"51320";324
"51321";82
"51322";126
"51323";107
"51324";115
"51325";117
"51326";1092
"51327";190
"51328";1099
"51329";1291
"51333";656
"51334";458
"51336";58
"51337";275
"51338";649
"51339";551
"51340";535
"51341";33
"51342";250
"51343";632
"51344";1490
"51345";280
"51346";1161
"51348";115
"51349";177
"51350";125
"51351";108
"51352";884
"51353";47
"51354";286
"51355";50
"51356";149
"51357";602
"51358";585
"51359";204
"51360";291
"51361";171
"51362";604
"51363";246
"51364";62
"51365";870
"51367";1082
"51368";50
"51369";317
"51370";194
"51371";62
"51372";534
"51373";93
"51374";29
"51375";299
"51376";154
"51377";45
"51378";350
"51379";511
"51380";3584
"51381";609
"51382";123
"51384";401
"51386";134
"51387";304
"51388";5102
"51389";813
"51390";772
"51391";2140
"51392";184
"51393";290
"51395";101
"51396";146
"51397";141
"51398";177
"51399";545
"51402";265
"51403";531
"51404";106
"51406";152
"51407";415
"51409";365
"51410";648
"51412";61
"51413";832
"51414";154
"51415";207
"51416";550
"51417";385
"51418";435
"51419";131
"51420";82
"51421";94
"51422";469
"51423";1810
"51424";208
"51425";381
"51426";67
"51428";485
"51429";204
"51430";87
"51431";1190
"51432";844
"51433";248
"51434";744
"51435";175
"51436";914
"51437";95
"51438";70
"51439";454
"51440";1751
"51441";107
"51442";148
"51443";126
"51444";499
"51445";194
"51446";426
"51447";488
"51448";557
"51449";1030
"51450";421
"51451";95
"51452";35
"51453";1029
"51454";182168
"51455";225
"51456";59
"51457";278
"51458";66
"51459";108
"51460";197
"51461";1008
"51463";173
"51464";312
"51465";160
"51466";215
"51468";359
"51469";112
"51470";6
"51471";369
"51472";1031
"51473";109
"51474";3442
"51475";60
"51476";816
"51477";324
"51478";428
"51479";234
"51480";138
"51482";674
"51483";537
"51484";285
"51485";344
"51486";370
"51487";343
"51488";319
"51489";32
"51490";205
"51491";89
"51492";1437
"51493";104
"51495";82
"51496";268
"51497";46
"51498";63
"51499";161
"51500";119
"51501";196
"51502";109
"51503";86
"51504";801
"51505";472
"51506";5473
"51507";4149
"51508";205
"51509";307
"51510";134
"51511";120
"51512";103
"51513";517
"51514";105
"51515";343
"51516";55
"51517";123
"51518";618
"51519";39
"51520";79
"51521";230
"51522";416
"51523";256
"51524";304
"51525";2037
"51526";377
"51527";269
"51528";130
"51529";410
"51530";626
"51531";1848
"51532";561
"51533";107
"51534";204
"51535";4756
"51536";1795
"51537";181
"51538";111
"51539";68
"51542";187
"51543";74
"51544";632
"51545";517
"51546";501
"51547";141
"51548";369
"51549";119
"51550";281
"51551";197
"51552";265
"51553";240
"51555";175
"51556";296
"51557";467
"51558";142
"51559";3890
"51560";106
"51562";2190
"51563";107
"51564";620
"51565";100
"51566";292
"51567";533
"51568";300
"51569";479
"51570";104
"51571";907
"51572";226
"51573";10151
"51574";138
"51576";1384
"51577";151
"51578";86
"51579";174
"51580";430
"51581";244
"51582";541
"51583";195
"51584";151
"51585";798
"51586";172
"51587";237
"51588";301
"51589";176
"51590";365
"51591";183
"51592";302
"51594";64
"51595";156
"51596";363
"51597";330
"51598";491
"51599";316
"51600";96
"51601";161
"51602";65
"51603";205
"51604";258
"51605";527
"51607";208
"51608";87
"51609";844
"51610";393
"51611";286
"51612";3322
"51613";1049
"51614";969
"51616";234
"51617";611
"51618";191
"51619";111
"51620";173
"51621";519
"51622";400
"51623";280
"51624";651
"51625";284
"51626";115
"51627";319
"51628";123
"51629";898
"51630";326
"51631";224
"51632";235
"51633";296
"51634";259
"51635";114
"51636";512
"51637";212
"51638";210
"51639";46
"51640";216
"51641";209
"51642";110
"51643";569
"51644";299
"51645";111
"51646";83
"51647";827
"51648";388
"51649";11739
"51650";45
"51652";59
"51654";258
"51655";291
"51656";452
"51657";237
"51658";104
"51659";46
"51660";2529
"51662";4989
"51663";1698
"52001";310
"52002";21
"52003";157
"52004";13
"52005";34
"52006";351
"52007";85
"52008";865
"52009";106
"52011";88
"52012";31
"52013";122
"52014";185
"52015";87
"52016";69
"52017";736
"52019";91
"52021";266
"52022";186
"52023";157
"52025";87
"52027";77
"52028";53
"52029";143
"52030";59
"52031";375
"52033";111
"52034";143
"52035";188
"52037";372
"52038";65
"52039";90
"52040";53
"52042";105
"52043";57
"52044";561
"52045";1787
"52047";104
"52050";1347
"52051";89
"52053";74
"52055";113
"52056";191
"52057";107
"52058";1873
"52059";140
"52060";2025
"52061";288
"52062";158
"52063";100
"52064";792
"52065";65
"52066";63
"52067";76
"52069";144
"52070";126
"52072";375
"52074";673
"52075";179
"52076";444
"52079";677
"52082";154
"52083";736
"52084";41
"52085";26
"52087";193
"52088";640
"52089";78
"52090";104
"52091";84
"52092";106
"52093";2432
"52094";172
"52095";189
"52097";49
"52099";803
"52101";43
"52102";424
"52103";115
"52104";1066
"52105";301
"52106";124
"52107";224
"52108";146
"52109";9
"52110";155
"52113";256
"52114";1580
"52115";101
"52116";50
"52118";288
"52119";345
"52120";197
"52121";21983
"52122";116
"52123";1292
"52124";74
"52125";1043
"52126";161
"52127";78
"52128";144
"52129";119
"52130";187
"52131";75
"52132";172
"52133";72
"52134";228
"52135";89
"52136";113
"52137";22
"52138";62
"52140";711
"52141";300
"52142";70
"52145";118
"52146";151
"52147";89
"52149";96
"52151";149
"52155";526
"52156";408
"52157";12
"52158";282
"52159";25
"52160";65
"52161";73
"52162";196
"52163";384
"52164";197
"52165";191
"52167";260
"52168";58
"52169";79
"52170";164
"52171";245
"52172";277
"52173";77
"52174";38
"52175";387
"52177";796
"52178";364
"52179";23
"52181";91
"52182";2027
"52183";38
"52184";59
"52185";64
"52187";159
"52189";397
"52190";289
"52193";305
"52194";2035
"52195";38
"52196";97
"52197";1311
"52198";72
"52199";49
"52200";79
"52201";69
"52203";147
"52204";64
"52205";693
"52206";157
"52207";96
"52208";148
"52211";1485
"52212";310
"52213";132
"52214";32
"52216";45
"52217";88
"52218";47
"52219";18
"52220";136
"52221";120
"52222";36
"52223";67
"52227";223
"52228";79
"52229";149
"52230";284
"52231";92
"52232";61
"52233";106
"52234";40
"52235";273
"52237";285
"52240";201
"52242";962
"52243";118
"52244";766
"52245";63
"52246";574
"52247";213
"52248";544
"52249";148
"52250";3037
"52251";1005
"52253";214
"52254";84
"52256";77
"52257";107
"52258";320
"52260";123
"52264";62
"52265";1310
"52266";66
"52267";213
"52269";7696
"52271";191
"52272";118
"52273";119
"52274";293
"52275";72
"52276";214
"52277";59
"52278";74
"52280";203
"52282";344
"52284";97
"52285";81
"52286";80
"52287";87
"52288";122
"52289";318
"52290";134
"52291";66
"52292";730
"52294";699
"52295";95
"52297";262
"52298";75
"52300";165
"52301";60
"52302";192
"52303";97
"52304";54
"52305";549
"52306";447
"52307";214
"52308";404
"52310";98
"52311";223
"52312";50
"52313";149
"52315";333
"52316";66
"52318";251
"52319";70
"52320";96
"52321";177
"52322";132
"52325";116
"52326";42
"52327";434
"52328";33
"52330";68
"52331";2290
"52332";1846
"52335";125
"52336";156
"52337";60
"52341";133
"52342";28
"52344";33
"52346";378
"52347";243
"52348";587
"52349";307
"52350";70
"52352";74
"52353";3671
"52354";83
"52355";152
"52356";109
"52357";176
"52358";86
"52359";156
"52360";161
"52362";134
"52363";96
"52364";101
"52365";347
