"UID_ANONYM_COVID","coco5_q04","coco5_q06_1","coco5_q06_10","coco5_q06_2","coco5_q06_3","coco5_q06_4","coco5_q06_5","coco5_q06_6","coco5_q06_7","coco5_q06_8","coco5_q06_9","coco5_q07_1","coco5_q07_2","coco5_q07_3","coco5_q09","coco5_q10","coco5_q16","coco5_q17","coco5_q18","coco5_q19","coco5_q20","coco5_q21","coco5_q25_a","coco5_q37","coco5_q38_modifie","coco5_q64_modifie","coco5_q68","coco5_q79","coco5_q156","coco5_q157_1","coco5_q157_2","coco5_q157_3","coco5_q157_4","coco5_q157_5","coco5_q157_6","coco5_q157_7","coco5_q157_8","coco5_social_policy_DO","coco5_q158","coco5_q159","coco5_q160_1","coco5_q160_2","coco5_q160_3","coco5_q160_4","coco5_q160_5","coco5_q160_6","coco5_q160_7","coco5_q160_8","coco5_q161_1","coco5_q161_2","coco5_q161_3","coco5_q161_4","coco5_q161_5","coco5_q161_6","coco5_q162_1","coco5_q162_2","coco5_q162_3","coco5_q162_4","coco5_q162_5","coco5_q162_6","coco5_q162_7","coco5_q163_1","coco5_q163_2","coco5_q163_3","coco5_q163_4","coco5_q163_5","coco5_q163_6","coco5_q163_7","coco5_q163_8","coco5_q163_9","coco5_q164","coco5_q165_1","coco5_q165_2","coco5_q166","coco5_q167","coco5_q168","coco5_q169_1","coco5_q169_2","coco5_q169_3","coco5_q169_4","coco5_q169_5","coco5_q169_6","coco5_q169_7","coco5_q169_8","coco5_q169_9","coco5_q170_1","coco5_q170_2","coco5_q170_3","coco5_q170_4","coco5_q170_5","coco5_q171","coco5_q172","coco5_q173_1","coco5_q173_2","coco5_q173_3","coco5_q173_4","coco5_FL_26_DO_exp","coco5_q178_a_1","coco5_q178_a_2","coco5_q178_a_3","coco5_q178_a_4","coco5_q178_b_1","coco5_q178_b_2","coco5_q178_b_3","coco5_q178_b_4","coco5_q179_a_1","coco5_q179_a_2","coco5_q179_a_3","coco5_q179_a_4","coco5_q179_a_5","coco5_q179_a_6","coco5_q179_b_1","coco5_q179_b_2","coco5_q179_b_3","coco5_q179_b_4","coco5_q179_b_5","coco5_q179_b_6","coco5_q180_c","coco5_q181_c","coco5_q182_c","coco5_q183","coco5_q184","coco5_q185","coco5_q186","coco5_q187","coco5_SWB","ea17_SWB","ea18_SWB","ea19_SWB","coco5_POIDS_INIT","coco5_PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","coco5_POIDS","coco5_PDSPLT","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
696,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,5,5,2,5,2,3,2,0,1,0,2,10,9,3,4,3,3,3,3,3,4,2,6666,2,4,1,1,3,1,1,3,2,3,3,2,2,2,2,1,1,1,1,2,2,2,4,4,4,4,3,2,4,6666,6666,2,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,3,3,2,1,4,4,1,1,6666,6666,6666,6666,2,2,2,9999,2,3,6666,6666,6666,6666,6666,6666,8888,7,8888,5,4,2,1,5,0.874338180119007,0.794933355941042,0.754346761525108,0.62635664352979,0.216337485,"0,423191034",2,1,6,6,4,1,0.107409059292767,"0,164927245799365",2,14,1,3,6,2,6,1,3,6,6,66,6,6,6,6,1,6,11,5,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,6,11,6,6,1,1,2,6,6,1,6,66,2,4,5,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,12,10,1,2,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,1,2,2,1,3,5,4,2,4,2,1,2,2,2,1,1,3,1,1,6,3,2,36,3,666,1,2019,1,111,10,8
601,3,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,1,2,4,3,4,4,3,6,1,8,3,2,6,3,2,3,2,3,3,2,2,2,6666,1,3,1,1,2,3,2,3,2,3,3,3,3,3,1,1,2,1,1,1,2,2,2,4,3,3,3,4,3,4,4,2,1,3,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,3,2,3,1,3,2,2,2,6666,6666,6666,6666,3,3,9999,2,2,3,6666,6666,6666,6666,6666,6666,3,7,2,3,3,3,2,2,0.292772287739171,0.337597451218287,0.305073881190352,0.305073881190352,0.112729867,"1,006081492",2,1,2,2,3,2,0.1509443959817,"1,93706215740085",2,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,9,3,3,9,6,6,1,1,1,4,2,4,6,6,1,1,6,66,66,5,5,6,6,5,4,1,3,4,2,6,66,1,5,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,7,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,3,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,3,5,3,1,66,6,6,4,2019,2,211,1,2
1228,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,2,4,2,3,2,6,1,6,3,6,6,5,3,5,3,3,5,3,3,2,6666,9999,3,2,1,3,1,1,4,1,2,2,1,1,1,1,2,1,1,2,2,2,2,3,4,4,4,3,3,4,4,4,1,2,9999,9999,2,9999,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,9999,2,6666,6666,6666,6666,1,1,1,9999,1,1,6666,6666,6666,6666,6666,6666,5,3,6,3,2,3,1,1,0.697667750711562,0.561217140158059,0.388203632021877,0.476206982879812,1.267404689,"0,721608522",2,1,3,3,3,7,1.47586139814213,"0,994082044116772",2,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,8,3,1,4,6,6,1,1,1,5,1,5,6,6,1,1,6,66,2,66,11,2,6,1,1,2,6,6,3,1,1,2,2,4,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,8,2,1,2,1,1,3,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,2,4,2,1,2,5,2,2,2,1,2,1,2,1,2,6,2,5,61,6,4,1,2019,7,112,8,2
1655,4,2,2,1,1,2,1,2,2,2,2,1,2,2,3,6666,3,4,3,3,2,4,2,0,4,5,3,8,8,3,2,1,3,1,3,2,2,2,6666,1,3,1,1,2,1,1,2,1,2,3,1,1,1,1,1,2,2,2,2,2,2,3,3,4,2,3,2,4,6666,6666,1,1,4,1,9999,9999,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,6666,6666,6666,6666,1,1,1,4,6666,6666,6666,6666,6666,6666,3,2,6,4,5,6,4,4,4,4,3,1,1,4,0.593078001399653,0.600926441116773,0.679521938765685,0.760646814621625,0.155414235,"0,883796616",2,1,5,5,2,5,0.0926652740692971,"0,764615876087107",2,11,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,7,2,1,5,2,2,2,2,6,4,6,9,6,1,6,6,6,66,66,4,11,6,6,2,1,1,2,1,1,6,66,1,6,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,11,8,1,2,2,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,1,3,4,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,5,3,2,51,5,2,3,2019,5,112,9,0
391,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,4,3,3,2,6,2,1,2,10,6,3,3,3,3,3,3,3,3,1,1,6666,5,4,4,4,5,2,5,2,2,3,2,2,2,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,4,2,6666,6666,6666,6666,1,3,2,2,6666,6666,6666,6666,6666,6666,3,2,2,4,3,2,4,3,5,4,4,2,2,4,0.608336962464313,0.784883849332918,0.730135574941745,0.627012096652168,0.472686687,"0,711262884",2,1,4,4,3,2,0.333634928016993,"0,816693900739315",2,9,1,1,6,2,6,4,1,1,2,2,1,6,6,6,6,6,10,4,2,7,6,6,1,1,1,5,2,2,6,6,1,1,6,66,6,66,7,3,6,2,1,2,6,6,2,6,66,1,6,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,11,7,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,1,3,3,1,3,2,2,1,3,2,2,3,1,2,2,1,1,1,2,1,2,3,7,2,3,46,4,6,3,2019,7,400,0,0
68,2,2,2,1,1,2,2,2,2,2,2,2,2,1,3,6666,4,4,2,5,2,3,1,6,1,4,3,5,7,4,4,3,3,4,2,3,4,1,2,6666,3,1,1,2,3,3,3,3,3,2,2,3,3,3,2,2,1,1,1,2,2,4,4,3,2,2,3,3,3,2,8,2,3,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,3,3,3,1,2,2,2,2,6666,6666,6666,6666,4,5,4,6,4,5,6666,6666,6666,6666,6666,6666,5,8888,8888,3,2,3,2,6,0.781928588813321,0.550603390728892,0.558391725746859,0.496287370456878,0.490604576,"1,948327962",2,1,4,4,2,5,0.421715785533707,"3,33696814134396",2,10,1,1,6,2,6,4,1,1,2,6,1,6,6,1,6,6,6,2,2,6,6,2,1,2,3,6,2,5,6,6,1,2,1,3,6,66,11,1,6,3,1,2,6,6,3,1,5,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,6,2,2,1,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,1,2,3,1,1,2,2,3,2,2,1,1,2,2,2,2,1,2,1,2,1,3,6,3,5,56,5,6,4,2019,5,120,0,0
503,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,3,3,2,0,4,5,1,7,6,3,3,3,3,3,4,4,3,2,6666,2,5,2,2,3,3,3,4,3,3,3,2,2,2,2,2,2,1,1,2,2,2,3,4,3,3,3,3,4,6666,6666,4,2,2,1,9999,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2,6666,6666,6666,6666,3,3,3,2,6666,6666,6666,6666,6666,6666,3,2,3,5,2,2,6,4,6,4,4,1,1,5,0.750083235292631,0.682390423260483,0.673996324510508,0.658876197078866,0.25424459,"0,459941527",1,1,5,5,4,1,0.155124067995839,"0,137658337829143",1,12,1,1,6,2,6,7,2,3,2,4,6,6,6,6,1,6,11,5,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,8,4,6,1,1,2,6,6,1,6,66,2,3,4,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,11,9,1,1,2,1,2,1,1,3,1,2,2,2,2,1,2,2,2,2,1,3,3,2,2,2,2,2,4,5,4,4,4,2,2,2,1,1,1,2,1,2,5,2,1,36,3,666,1,2019,1,111,10,8
640,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,4,3,2,2,0,4,9,3,9,6,2,3,2,3,3,2,2,3,1,2,6666,4,2,2,3,3,2,4,3,3,3,1,2,1,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,6666,6666,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,4,3,2,2,2,6666,6666,6666,6666,2,1,1,1,6666,6666,6666,6666,6666,6666,3,3,2,3,2,2,5,4,4,3,5,2,1,6,0.527626533894639,0.467373300058205,0.375680557045743,0.388203632021877,0.645913128,"1,183565179",2,1,5,5,2,2,0.388697236490179,"0,934518184265038",2,12,1,1,6,2,6,2,1,2,2,7,1,6,6,2,6,6,7,2,1,4,6,2,1,2,3,1,2,6,6,6,1,1,6,66,66,3,1,6,6,2,1,1,2,1,1,6,66,1,6,5,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,12,9,1,1,1,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,3,1,1,1,1,2,1,2,2,2,2,1,1,3,5,2,3,54,5,6,3,2019,2,112,7,0
994,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,1,6,1,1,2,10,8,4,4,2,3,3,3,3,3,2,6666,1,5,2,2,3,3,2,4,2,3,3,2,3,3,3,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,4,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,3,3,3,2,6666,6666,6666,6666,2,3,2,2,6666,6666,6666,6666,6666,6666,1,1,1,7,1,1,5,5,5,4,4,2,1,6,0.853984713594761,0.84231265464136,0.847768433157537,9999,0.049729215,"0,478848912",1,1,5,5,2,2,0.0382314959848014,"0,30660753517639",1,11,1,1,6,2,6,3,1,3,2,2,1,6,6,6,6,6,6,2,3,9,6,6,1,1,1,5,2,3,6,6,1,1,6,66,3,66,1,1,6,3,2,1,2,1,2,6,66,1,4,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,12,8,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,2,2,1,4,3,2,1,2,2,2,1,2,1,2,1,2,8,2,3,61,6,5,4,2018,2,112,8,0
83,1,2,2,2,2,1,2,2,2,2,2,2,2,1,3,6666,5,4,2,5,2,2,6,0,4,2,3,7,7,2,4,3,4,4,2,2,3,1,2,6666,4,1,1,4,3,2,4,1,2,2,1,1,1,1,2,1,1,1,2,2,2,3,5,5,4,3,3,3,6666,6666,2,4,1,1,9999,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,3,4,3,2,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,6666,6666,6,5,4,3,2,1,7,6,8888,4,4,1,1,3,0.807466115472087,0.762695997794324,0.778666617146599,0.723224774339801,0.103917418,"0,294825446",2,1,5,5,4,7,0.0640673130347365,"0,138067873499936",2,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,11,5,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,6,11,6,6,1,1,1,2,1,1,6,66,1,6,3,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,11,10,1,1,1,2,2,2,1,5,2,6,6,6,6,6,6,6,6,6,4,2,2,1,2,2,2,4,6,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,32,3,666,1,2019,7,221,1,2
96,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,6,0,4,2,3,5,9,3,4,3,3,4,2,2,2,2,6666,2,4,1,2,4,2,2,3,2,1,1,1,1,1,1,2,2,1,1,2,2,2,4,4,3,4,3,3,4,6666,6666,2,2,3,2,9999,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,3,3,3,3,2,6666,6666,6666,6666,2,1,1,2,6666,6666,6666,6666,6666,6666,1,1,1,4,1,1,5,3,9999,4,5,2,1,5,0.731859581158563,0.694639906928432,0.641521476578383,0.74464495486796,0.38254591,"0,794679691",1,1,6,6,3,8,0.258321029452837,"0,554243736933949",1,14,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,11,4,6,1,1,1,1,1,1,6,66,1,5,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,9,8,1,1,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,1,3,3,1,1,2,2,3,2,2,1,3,1,2,2,2,1,2,1,2,1,1,5,2,2,36,3,666,1,2019,8,111,9,7
1216,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,3,6,1,3,2,8,8,3,3,3,3,3,2,2,3,1,2,6666,4,2,3,2,3,3,3,3,2,2,2,3,3,3,1,1,1,2,1,2,2,3,3,3,3,3,3,3,3,2,4,2,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,2,3,1,3,1,2,2,6666,6666,6666,6666,9999,6,3,6,4,4,6666,6666,6666,6666,6666,6666,6,2,6,4,3,2,2,1,0.731859581158563,0.82866182548226,0.74464495486796,0.74464495486796,0.451050516,"1,020061283",1,1,2,2,2,6,0.896258043936471,"1,47359420542002",1,7,1,1,6,2,6,3,1,3,2,4,1,6,6,6,6,6,7,2,3,9,6,6,1,1,1,5,2,5,6,6,1,1,6,66,2,66,1,1,6,4,3,1,2,3,2,6,66,1,5,3,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,11,5,1,1,1,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,3,7,2,3,66,6,4,4,2019,6,300,0,0
1324,3,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,3,3,3,3,3,3,3,6,2,3,1,4,3,3,4,5,5,3,3,4,4,1,1,6666,3,2,3,3,3,2,4,3,3,3,1,3,2,2,1,1,2,1,2,2,2,3,3,3,4,3,3,3,6666,6666,2,2,3,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,3,3,3,2,6666,6666,6666,6666,2,3,2,2,6666,6666,6666,6666,6666,6666,1,1,2,9999,9999,2,6,2,6,4,4,2,1,1,0.486211830028116,0.682390423260483,0.647639268313484,0.287916553183177,0.180227917,"0,472653173",1,1,4,4,4,4,0.151369798391527,"0,256775953981084",1,9,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,1,66,6,6,1,1,6,66,5,66,8,1,6,1,1,1,2,3,2,6,66,2,5,3,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,8,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,2,1,3,2,1,1,2,3,3,2,4,2,2,2,1,2,1,1,1,2,5,4,2,36,3,666,1,2019,7,112,9,4
921,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,5,3,2,4,4,2,6,5,4,8,3,8,5,1,4,2,3,4,1,1,2,2,6666,2,4,2,1,5,3,4,5,1,4,3,1,2,2,3,1,1,2,2,2,2,2,2,3,4,4,4,3,4,6666,6666,3,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,4,2,1,2,1,1,1,6666,6666,6666,6666,2,1,5,1,1,1,6666,6666,6666,6666,6666,6666,7,3,7,6,4,1,1,4,0.605352769586655,0.62749999821893,0.496942823579255,0.568835645645398,0.056887449,"1,727608507",1,1,3,3,3,1,0.0655580497258413,"1,52103124900283",1,9,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,8,3,6,66,6,6,1,6,66,9,6,66,1,6,6,6,6,66,66,66,8,6,6,1,1,2,6,6,3,1,5,2,3,5,4,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,13,10,1,1,1,1,1,1,2,6,2,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,4,4,1,3,2,5,2,2,2,2,1,2,1,2,4,3,3,5,36,3,666,1,2019,1,111,10,8
1314,2,1,2,2,2,2,1,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,1,0,4,3,2,5,7,3,3,5,3,3,3,3,3,2,6666,1,4,3,2,3,2,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,6666,6666,2,2,2,1,9999,9999,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,6666,6666,6666,6666,3,2,2,2,6666,6666,6666,6666,6666,6666,9999,9999,9999,9999,9999,9999,6,5,6,4,5,2,2,5,0.840146349672006,0.787920929062851,0.74464495486796,0.715015447510103,0.093697836,"0,412575219",1,1,5,5,3,2,0.0586054498404572,"0,194053744134354",1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,3,1,2,9,3,3,8,2,2,2,2,7,4,6,66,6,6,6,6,6,66,66,3,7,6,6,3,1,1,3,2,1,6,66,1,6,5,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,10,4,1,2,2,1,2,2,1,4,1,2,2,2,2,2,2,2,2,1,4,1,3,2,4,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,3,3,2,4,48,4,666,4,2019,2,112,10,0
380,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,5,2,5,3,3,2,6,3,6,1,4,6,4,3,5,3,3,3,4,4,2,6666,1,3,1,2,3,2,2,3,2,3,2,1,1,2,2,1,2,1,1,2,2,2,3,3,3,4,3,3,3,4,4,3,2,3,1,2,9999,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,3,3,3,2,1,3,2,1,1,6666,6666,6666,6666,9999,2,2,3,1,1,6666,6666,6666,6666,6666,6666,6,5,6,4,3,2,1,3,0.800152242947389,0.719741588186807,0.763941274701573,0.360602384116163,0.727983097,"0,60242535",1,1,4,4,2,1,0.745442633658258,"0,590336912378943",1,11,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,7,2,3,8,6,6,1,1,1,5,2,5,6,6,1,1,6,66,3,66,11,4,6,4,3,2,6,6,1,6,66,1,4,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,12,7,2,2,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,8,3,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,1,2,2,5,3,4,46,4,5,4,2019,1,111,10,8
108,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,3,4,3,3,2,0,4,7,4,5,5,3,2,3,3,3,1,1,4,2,6666,2,3,3,2,3,2,3,3,3,2,3,2,1,2,2,2,2,1,2,1,1,2,2,3,3,3,3,3,3,6666,6666,2,1,4,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,3,2,3,1,4,1,1,1,6666,6666,6666,6666,5,6,9999,9999,9999,5,6666,6666,6666,6666,6666,6666,8888,2,8888,4,5,2,1,6,0.642528792911314,0.6337223426621,0.687853690207957,0.613833568553656,0.117481669,"2,556591425",1,1,6,6,2,4,0.0828290491155433,"1,22522727412958",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,9,3,2,7,2,2,2,2,6,4,6,8,6,2,6,6,6,66,66,4,2,6,6,1,1,1,1,1,1,6,66,2,4,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,77,99,3,3,3,3,3,3,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,1,2,4,1,2,2,1,2,2,2,2,1,1,1,1,3,4,3,1,41,4,2,1,2019,4,111,7,6
1132,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,1,4,2,6,3,0,1,4,10,4,4,4,4,4,4,4,4,1,1,6666,3,2,3,5,2,3,5,2,4,4,2,3,1,2,1,1,2,1,2,2,2,3,5,4,4,3,3,3,3,3,4,4,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,2,2,1,1,4,2,1,6666,6666,6666,6666,1,1,1,5,1,1,6666,6666,6666,6666,6666,6666,6,6,6,5,5,2,2,5,0.936824954554613,0.844422865797837,0.754442362767511,0.901750121736834,0.205249973,"0,386819322",1,1,3,3,4,7,0.322391469257358,"0,355701032694733",1,8,1,1,6,2,6,7,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,1,66,6,6,1,1,6,66,5,66,8,3,6,4,4,1,3,4,1,6,66,1,9,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,11,7,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,1,3,4,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,3,7,2,3,36,3,666,2,2019,7,111,9,7
1302,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,4,3,4,3,2,2,6,1,2,2,6,4,3,4,3,3,3,3,3,4,2,6666,2,4,2,1,4,2,2,4,1,3,3,1,1,1,1,1,2,1,1,2,2,2,2,4,5,2,2,2,3,3,2,3,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,3,3,2,2,6666,6666,6666,6666,4,5,5,3,1,5,6666,6666,6666,6666,6666,6666,9,6,5,5,5,1,1,4,0.620036125200324,0.31339841598802,0.552384666386053,0.469254915554528,0.039994361,"0,324482134",1,1,3,3,4,3,0.0561439588561797,"0,129488129088596",1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,2,6,6,11,5,5,11,6,2,1,2,3,5,1,5,6,6,1,1,6,66,5,66,1,3,6,4,3,1,2,3,1,6,66,1,4,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,13,9,1,1,2,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,5,3,5,36,3,3,5,2019,5,111,9,7
