"UID_ea","ea19_A1","ea19_A2A_rec","ea19_A3_rec","ea19_A3B_rec","ea19_A3C_rec","ea19_A3D","ea19_A3E_rec","ea19_A4","ea19_A5","ea19_A5A","ea19_A5C","ea19_A5C_rec","ea19_B1","ea19_B1A","ea19_B1B","ea19_B5A","ea19_B5C","ea19_B25","ea19_B10A","ea19_B10AA","ea19_B11","ea19_B18C","ea19_B18_rec","ea19_B2_rec","ea19_B4_rec","ea19_B5_rec","ea19_B5B_rec","ea19_B6A_rec","ea19_B6B_rec","ea19_B7B_rec","ea19_B8_rec","ea19_B9_rec","ea19_PCS18","ea19_PCS6","ea19_B1CJT","ea19_B1ACJT","ea19_B1BCJT","ea19_B10ACJT","ea19_B2CJT_rec","ea19_B4CJT_rec","ea19_B11CJT","ea19_B18CJT_rec","ea19_B18CCJT","ea19_PCS6CJT","ea19_TYPMEN5","ea19_C1_rec","ea19_C1JEU","ea19_C8","ea19_C8A_rec","ea19_C8B_rec","ea19_D1_rec","ea19_D1A","ea19_D2","ea19_D3","ea19_D4_rec","ea19_D5_rec","ea19_D6","ea19_D7_1","ea19_D7_2","ea19_D7_3","ea19_D7_4","ea19_D7_5","ea19_D7_6","ea19_D7_7","ea19_D7_8","ea19_D7_9","ea19_D7_10","ea19_E1A","ea19_E1B","ea19_E1C","ea19_E1D","ea19_E1E","ea19_E1F","ea19_E1G","ea19_E1H","ea19_E1I","ea19_E1J","ea19_E2AUC","ea19_E2AUC_SOURCE","ea19_E2A_rec","ea19_E3A","ea19_E3B","ea19_E3C","ea19_E3D","ea19_E3E","ea19_E4","ea19_E5A","ea19_E5B_1","ea19_E5B_2","ea19_E5B_3","ea19_E5B_4","ea19_E5B_5","ea19_E5B_6","ea19_E5B_7","ea19_E5B_8","ea19_E5B_9","ea19_E5","ea19_F1_rec","ea19_F3","ea19_F4","ea19_F5","ea19_F6_rec","ea19_F7","ea19_F8","ea19_G1","ea19_G2","ea19_G3A","ea19_G3B","ea19_G3C","ea19_G4","ea19_G5A_rec","ea19_G6_1","ea19_G6_2","ea19_G6_3","ea19_G6_4","ea19_G5","ea19_H2","ea19_H4","ea19_I1","ea19_I8","ea19_J1","ea19_K3","ea19_H1_rec","ea19_H1A","ea19_H3","ea19_H4A_rec","ea19_H5","ea19_I9A","ea19_J2","ea19_J3","ea19_J7A","ea19_J7B","ea19_J7C","ea19_J7D","ea19_J7E","ea19_J11","ea19_J9","ea19_J10","ea19_J12","ea19_J13_rec","ea19_K1_rec","ea19_K2_rec","ea19_K4","ea19_K5A","ea19_K5B","ea19_K6","ea19_K6A_1","ea19_K6A_2","ea19_K6A_3","ea19_K6A_4","ea19_K6A_5","ea19_K6A_6","ea19_K6A_7","ea19_K6B","ea19_PANEL","POIDS_INIT","PDSPLT_INIT","cal_SEXE","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","POIDS_ea19","PDSPLT_ea19","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
287,1,12,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,1,5,7,6,6,6,66,66,5,6,6,54,5,6,2,2,6,9,1,1,7,2,2,1,1,1,2,6,6,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,2,7,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,3,3,2,1,2,2,2,1,2,2,1,2,66,2,2,1,2,2,1,1,3,5,3,2,2,1,5,1,4,16,2,3,4,4,2,3,3,2,1,1,2,2,2,1,4,1,1,1,2,1,2,2,2,2,2,1,1,0.4114918,0.4114918,1,2,2,3,7,0.862742162,1.101750886,7,111,9,7
839,2,10,1,1,6,2,6,5,2,3,2,2,1,6,1,1,66,2,6,6,6,2,7,4,6,1,6,66,6,11,6,6,51,5,1,6,1,6,5,6,6,6,2,6,3,2,1,2,6,6,2,6,66,1,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,7,1,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,2,1,3,2,1,1,4,66,2,2,1,2,2,1,2,4,5,3,5,1,2,5,6,5,16,2,3,4,4,3,3,2,2,1,2,2,2,4,5,3,1,1,2,6,6,6,6,6,6,6,6,1,0.590031934,0.590031934,2,4,4,2,2,0.214128472,0.210361931,2,111,8,7
6,2,12,1,1,6,2,6,4,1,1,2,7,1,6,1,2,3,2,6,6,6,3,9,2,6,2,3,66,1,11,6,6,51,5,6,2,2,6,5,6,1,9,3,6,1,1,1,1,2,1,1,6,66,1,5,4,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,9,1,10,1,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,4,2,3,2,3,2,2,2,4,4,1,1,1,66,2,2,1,2,2,1,1,3,3,3,5,2,1,5,1,5,16,1,3,3,5,2,4,2,2,1,2,2,2,5,8,6,1,1,2,6,6,6,6,6,6,6,6,1,0.313860916,0.313860916,2,5,5,3,4,0.298515228,0.307110805,4,112,8,0
493,1,7,1,1,6,2,6,4,1,1,2,5,1,6,1,1,66,2,6,6,6,4,10,5,6,1,6,5,66,8,3,6,36,3,1,6,1,6,5,6,6,8,3,5,4,4,3,1,2,3,2,6,66,1,3,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,7,1,12,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,3,3,2,3,2,3,2,1,2,3,2,2,1,1,66,2,2,1,1,2,3,1,1,3,2,1,2,1,4,1,2,4,2,3,5,5,3,5,2,2,1,2,2,2,6,8,3,1,2,2,6,6,6,6,6,6,6,6,1,0.920314059,0.920314059,1,2,2,3,1,1.083689666,1.477856928,1,112,10,0
165,1,14,1,1,6,2,6,3,1,3,2,5,6,2,2,6,66,6,6,6,1,1,4,9,1,6,6,66,66,1,6,3,10,1,6,2,2,6,2,6,1,8,3,4,3,2,1,2,6,6,1,6,66,1,5,5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,5,1,9,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,4,1,2,3,2,1,2,1,1,2,1,2,2,2,66,2,2,1,2,2,3,1,2,7,3,3,2,1,3,1,3,11,2,3,3,3,2,3,2,2,1,2,2,2,8,9,7,6,6,2,6,6,6,6,6,6,6,6,1,1.339016789,1.339016789,1,6,6,1,6,1.460601138,1.916394683,6,400,0,0
340,1,9,2,3,6,2,6,3,1,3,2,7,1,6,1,1,66,1,6,6,6,2,6,6,6,1,6,2,66,2,1,6,61,6,1,6,1,6,6,6,6,5,1,5,4,6,4,2,6,6,1,6,66,1,6,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,99,3,77,1,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,8,4,1,1,7,7,2,1,2,1,1,4,8,2,2,1,2,1,1,2,4,5,1,3,1,2,6,6,5,16,2,3,4,5,2,5,2,1,6,2,7,1,3,3,4,1,1,2,6,6,6,6,6,6,6,6,1,0.769167202,0.769167202,1,4,4,2,2,0.316305709,0.288062345,2,112,7,0
522,1,14,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,3,9,1,6,6,6,66,6,11,6,6,32,3,6,2,2,6,4,6,1,8,3,5,1,1,1,1,2,1,1,6,66,1,7,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,1,10,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,3,1,1,3,1,3,1,1,2,3,4,9,9,1,66,2,2,2,1,2,2,1,2,8,2,2,3,1,5,2,3,10,1,3,3,4,2,4,2,2,1,2,1,2,4,3,5,1,1,2,6,6,6,6,6,6,6,6,1,2.11916526,2.11916526,1,6,6,3,6,1.89609848,2.169112684,6,111,6,4
346,1,13,1,1,6,2,6,1,3,6,6,66,6,2,2,6,66,6,6,6,1,3,9,6,6,6,6,3,66,11,1,6,47,4,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,1,6,66,1,4,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,4,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,1,2,2,1,3,2,2,3,3,1,1,1,2,66,1,2,2,2,2,2,1,3,10,4,5,2,1,5,1,3,14,1,2,2,5,2,5,2,2,1,1,1,2,4,9,1,1,2,2,6,6,6,6,6,6,6,6,1,0.692329838,0.692329838,1,5,5,3,7,0.756192357,0.706493947,7,112,8,0
311,1,11,2,3,6,1,1,3,1,3,2,3,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,1,6,6,32,3,1,6,1,6,1,6,6,11,5,3,4,3,2,2,6,6,3,2,4,2,4,2,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,10,1,13,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,5,3,2,3,1,2,2,1,2,2,4,2,3,1,66,2,2,2,1,2,1,1,1,5,3,3,1,2,6,1,5,8,2,3,4,5,2,5,2,2,1,2,2,2,7,8,4,1,1,2,6,6,6,6,6,6,6,6,1,0.40829414,0.40829414,1,5,5,4,8,0.464366536,0.475494532,8,111,9,7
256,2,10,1,9,6,2,6,5,3,6,6,66,8,2,2,6,66,6,3,6,1,1,1,6,6,6,6,6,66,3,2,6,56,5,66,6,6,6,66,6,6,66,6,666,2,2,2,1,3,2,3,1,5,2,3,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,1,1,1,1,4,66,1,2,2,2,2,2,1,4,6,3,4,2,1,5,1,3,16,1,8,3,2,4,2,4,1,6,1,2,2,4,7,4,1,1,1,2,1,2,2,2,2,2,1,1,0.769674119,0.769674119,2,4,4,1,2,0.523352962,0.61510435,2,111,8,6
303,2,11,1,3,6,2,6,5,7,6,6,66,77,6,7,6,66,6,6,6,6,4,10,66,6,6,6,66,66,66,6,6,666,666,66,6,6,6,66,6,6,66,6,666,1,1,1,1,2,1,7,6,66,2,3,4,3,9,9,9,9,9,9,9,9,9,9,2,2,2,1,2,2,2,2,2,2,99,3,77,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,3,1,1,2,2,2,3,2,2,2,4,66,2,1,2,2,2,7,7,2,77,2,2,7,7,7,6,7,77,2,3,4,4,3,4,3,2,1,2,2,2,3,3,6,1,1,2,6,6,6,6,6,6,6,6,1,0.722754657,0.722754657,2,5,5,4,8,0.725422955,0.801288988,8,111,9,7
193,2,7,1,1,6,2,6,4,1,1,2,4,1,6,1,6,66,6,6,6,6,3,9,9,1,6,6,66,66,10,6,6,20,2,1,6,1,6,8,1,6,6,2,2,4,4,3,2,6,6,2,6,66,1,6,4,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,6,2,11,1,2,2,1,2,1,2,6,6,6,6,6,6,6,6,6,4,3,2,3,2,2,2,2,1,2,2,2,2,2,66,2,2,1,2,2,2,2,3,7,2,1,2,1,5,6,3,12,2,3,3,4,3,4,1,2,1,2,2,2,88,1,4,3,1,2,6,6,6,6,6,6,6,6,1,0.470547559,0.470547559,2,3,3,3,5,0.169143848,0.244757696,5,112,4,0
941,2,14,1,1,6,2,6,5,3,6,6,66,6,2,2,6,66,6,6,6,1,1,4,1,6,6,6,66,2,11,6,6,999,999,66,6,6,6,66,6,6,66,6,666,1,1,1,1,1,1,3,1,5,2,3,5,4,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,7,1,9,1,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,3,3,2,2,1,5,66,2,2,1,2,2,3,1,3,10,4,5,2,1,4,1,3,9,1,1,3,4,2,3,3,2,1,2,1,2,1,4,1,1,1,2,6,6,6,6,6,6,6,6,1,2.730363859,2.730363859,2,6,6,1,1,1.728163031,2.157609002,1,111,10,8
12,1,10,1,1,6,2,6,2,1,2,2,7,1,6,1,1,66,2,6,6,6,2,6,5,6,4,6,6,66,6,3,6,54,5,1,6,1,6,5,6,6,8,3,4,3,2,1,2,6,6,3,1,6,2,9,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,2,1,1,1,1,1,2,66,1,2,2,2,2,3,1,2,6,3,5,2,1,4,1,5,14,2,3,3,3,2,3,3,2,1,1,2,2,4,5,3,2,3,2,6,6,6,6,6,6,6,6,1,1.282501076,1.282501076,1,4,4,2,4,0.980190458,1.043732648,4,111,8,7
470,2,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,4,10,1,6,6,6,66,6,9,6,6,32,3,6,2,2,6,9,1,1,11,5,3,3,2,1,1,2,1,1,6,66,1,5,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,10,1,12,1,1,2,2,2,1,2,6,6,6,6,6,6,6,6,6,4,1,2,4,1,1,1,2,2,3,4,2,3,1,66,2,2,1,2,2,1,1,3,4,2,3,1,2,5,1,5,7,1,2,4,4,2,4,2,2,1,2,2,2,4,4,1,2,3,1,2,1,2,2,2,2,2,1,1,0.75999463,0.75999463,2,6,6,3,5,0.221189536,0.250354305,5,111,7,6
386,2,14,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,1,1,5,6,6,6,6,66,11,3,6,41,4,6,2,2,6,5,6,1,9,3,5,1,1,1,1,1,1,1,6,66,1,3,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,7,1,9,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,3,2,2,1,1,2,66,1,2,2,2,2,3,1,2,8,3,5,2,1,2,1,2,12,1,1,4,5,3,4,2,2,1,1,2,2,3,1,7,6,6,2,6,6,6,6,6,6,6,6,1,1.023049765,1.023049765,2,6,6,3,3,0.873017358,0.707978347,3,111,9,7
646,2,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,1,1,6,6,6,6,1,66,11,1,6,56,5,6,2,2,6,5,6,1,4,1,6,4,3,1,1,3,2,3,1,5,1,4,5,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,8,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,7,3,3,2,1,2,2,3,2,4,1,1,4,66,2,2,1,2,2,2,1,3,2,4,5,2,1,6,1,5,6,1,1,2,2,4,2,3,2,1,1,1,2,5,4,7,6,6,2,6,6,6,6,6,6,6,6,1,3.517591935,3.517591935,2,5,5,1,5,1.301413547,1.670307678,5,300,0,3
24,1,9,1,1,6,2,6,3,1,3,2,7,1,6,1,6,66,6,6,6,6,3,8,9,1,6,6,66,66,4,6,6,20,2,1,6,1,6,5,6,6,8,3,5,4,3,2,2,6,6,2,6,66,1,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,4,1,10,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,3,2,3,2,1,2,2,2,1,1,1,2,5,66,1,2,2,2,2,1,1,4,4,4,5,2,1,5,1,5,9,1,1,3,4,3,5,2,2,1,2,1,2,5,8,6,1,1,2,6,6,6,6,6,6,6,6,1,0.492022673,0.492022673,1,3,3,3,8,0.430940314,0.573982663,8,112,8,1
630,2,10,1,1,6,2,6,4,1,1,2,7,3,2,2,6,66,6,2,6,6,2,7,6,6,6,6,6,66,10,1,6,56,5,1,6,1,6,5,6,6,10,4,3,4,3,1,1,2,2,1,6,66,1,5,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,3,3,3,1,2,1,2,2,2,2,1,2,2,66,2,2,1,2,2,4,2,3,5,2,1,2,1,4,6,3,16,2,3,5,5,2,5,1,2,1,2,2,2,7,77,7,6,6,2,6,6,6,6,6,6,6,6,1,1.253716434,1.253716434,2,4,4,2,7,0.856973292,0.964317788,7,111,9,7
516,2,9,1,1,6,2,6,3,1,3,2,2,1,6,1,1,66,2,6,6,6,1,5,5,6,1,6,2,66,11,4,6,55,5,1,6,1,6,5,6,6,6,2,6,3,2,1,2,6,6,2,6,66,1,4,5,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,8,1,11,1,1,1,1,2,2,2,6,6,6,6,6,6,6,6,6,4,3,1,2,2,3,2,2,2,3,1,1,1,2,66,1,2,2,2,2,1,2,3,5,2,1,2,1,5,6,5,16,1,3,5,5,3,3,3,2,1,2,2,2,4,1,5,1,1,1,2,1,2,2,2,2,2,1,1,0.586907559,0.586907559,2,3,3,1,2,0.433724952,0.565987542,2,112,6,0
954,1,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,4,10,5,6,6,6,5,66,11,4,6,47,4,6,2,2,6,1,6,1,8,3,4,4,3,1,1,3,2,1,6,66,1,7,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,7,1,11,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,5,4,2,3,1,3,2,2,3,1,1,2,1,2,66,1,2,2,2,2,2,1,1,7,2,2,2,1,2,1,4,9,1,3,5,5,2,5,3,2,1,2,2,2,6,8,4,1,1,2,6,6,6,6,6,6,6,6,1,2.048034819,2.048034819,1,6,6,3,3,1.980390468,1.488794157,3,111,9,7
790,1,11,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,2,6,5,6,1,6,2,66,1,4,6,61,6,1,6,1,6,6,6,6,6,2,5,3,2,1,1,3,1,2,6,66,1,5,5,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,10,1,13,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,4,1,2,2,1,2,1,4,2,2,2,66,2,2,1,1,2,1,1,2,3,3,1,2,1,5,1,4,6,1,2,2,5,4,5,3,2,1,1,1,2,5,9,4,1,2,1,2,2,2,2,2,2,1,1,1,1.386868269,1.386868269,1,4,4,2,2,0.570323786,0.519398806,2,111,6,4
130,2,9,1,1,6,2,6,3,1,3,2,5,77,6,7,6,66,6,6,6,6,5,11,66,6,6,6,66,66,66,6,6,666,666,1,6,1,6,5,6,6,10,4,4,4,4,3,2,6,6,2,6,66,1,6,4,5,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,8,2,12,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,2,3,1,2,2,2,1,4,2,2,2,2,2,2,2,1,1,1,1,2,3,3,2,4,1,2,5,6,5,16,2,3,3,4,2,3,2,2,1,2,2,2,3,2,5,1,1,1,2,1,2,2,2,2,2,1,1,0.402133425,0.402133425,2,3,3,4,2,0.374932814,0.42408008,2,111,7,5
91,1,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,5,11,5,6,1,6,5,66,8,4,6,36,3,1,6,1,6,5,6,6,11,5,3,3,2,1,1,2,1,1,6,66,1,9,4,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,2,13,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,5,3,2,3,1,3,2,1,1,4,2,2,2,1,2,2,2,2,1,1,1,1,2,7,1,2,2,1,5,1,4,16,1,3,4,5,2,4,2,2,1,2,2,2,5,5,3,1,1,2,6,6,6,6,6,6,6,6,1,0.435312295,0.435312295,1,4,4,4,2,0.423169817,0.399629449,2,112,10,2
356,2,13,1,1,6,2,6,1,1,4,2,7,6,2,2,6,66,6,6,6,1,5,11,6,6,6,6,4,66,5,1,6,31,3,6,2,2,6,9,2,1,5,1,2,2,2,1,2,6,6,5,6,66,1,4,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,8,2,11,1,1,1,2,1,2,2,6,6,6,6,6,6,6,6,6,4,2,2,2,2,4,2,2,1,1,1,1,1,4,66,1,2,2,2,2,3,1,2,8,2,5,2,1,4,1,3,12,1,2,3,3,2,3,4,2,2,2,1,2,4,1,1,1,1,2,6,6,6,6,6,6,6,6,1,0.294825446,0.294825446,2,6,6,4,7,0.4191975,0.424799114,7,111,8,7
567,2,10,1,1,6,2,6,4,1,1,2,5,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,1,6,1,6,5,6,6,11,5,3,4,4,2,1,3,3,1,6,66,1,8,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,10,1,13,1,2,1,1,1,1,2,6,6,6,6,6,6,6,6,6,5,2,2,3,2,3,2,2,1,2,3,1,2,2,66,2,2,1,1,2,1,1,2,6,1,2,2,1,5,1,5,8,2,3,3,3,3,3,3,2,1,2,2,2,3,1,4,1,1,2,6,6,6,6,6,6,6,6,1,0.701181397,0.701181397,2,4,4,4,3,1.04589082,0.970887291,3,111,9,7
109,1,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,1,4,1,6,6,6,66,4,5,6,6,51,5,6,2,2,6,5,6,1,7,2,5,3,2,1,2,6,6,1,6,66,1,5,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,6,1,10,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,2,1,1,1,66,2,2,2,1,2,1,1,1,4,2,1,1,2,5,1,5,16,1,3,5,5,1,5,3,2,1,2,1,2,5,7,6,1,1,2,6,6,6,6,6,6,6,6,1,1.729187092,1.729187092,1,5,5,1,2,1.222479823,1.143641219,2,111,8,7
557,1,6,1,1,6,2,6,3,1,3,2,4,3,2,2,6,66,6,3,6,6,1,1,6,6,6,6,1,66,2,2,6,56,5,4,2,2,3,66,6,6,7,2,666,4,4,3,2,6,6,3,1,5,2,3,3,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,4,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,5,1,2,2,5,2,2,3,1,1,1,1,1,66,1,2,2,2,2,1,2,4,0,3,5,1,2,6,6,5,16,2,2,5,5,5,5,5,1,6,2,2,1,8,88,1,1,1,1,2,1,1,2,2,2,2,1,1,2.041214164,2.041214164,1,2,2,1,2,2.770058182,3.54211955,2,111,8,7
944,1,10,1,1,6,2,6,4,1,1,2,6,1,6,1,1,66,1,6,6,6,5,11,5,6,1,6,5,66,11,1,6,36,3,1,6,1,6,5,6,6,11,5,3,4,5,2,2,6,6,2,6,66,1,9,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,9,1,13,1,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,4,4,2,3,1,4,2,1,1,4,3,2,2,1,66,2,2,1,2,2,1,2,2,8,1,2,2,1,5,6,5,9,2,3,5,5,2,5,2,2,1,2,2,2,6,5,3,1,1,2,6,6,6,6,6,6,6,6,1,0.437029021,0.437029021,1,4,4,3,7,0.520241476,0.566074873,7,111,9,7
740,2,14,1,1,6,2,6,5,3,6,6,66,6,2,2,6,66,6,6,6,1,5,11,88,6,6,6,66,66,5,6,6,54,5,66,6,6,6,66,6,6,66,6,666,1,1,1,1,2,1,3,2,4,3,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,10,1,13,1,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,4,1,3,2,1,3,1,1,2,4,3,3,2,5,2,2,2,2,1,1,1,1,2,5,2,3,1,2,5,1,5,9,2,3,5,5,2,4,2,2,1,2,2,2,1,3,3,1,1,2,6,6,6,6,6,6,6,6,1,0.65757376,0.65757376,2,6,6,4,1,0.525106304,0.568247096,1,111,10,8
877,2,10,1,1,6,2,6,4,1,1,2,6,1,6,1,2,5,2,6,6,6,5,11,5,6,1,3,6,66,5,4,6,54,5,1,6,1,6,8,2,6,10,4,2,4,6,3,1,3,4,1,6,66,1,9,5,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,9,1,13,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,5,1,2,3,1,1,2,2,2,2,2,1,1,1,66,2,2,2,1,2,1,2,3,5,2,3,1,2,5,6,5,9,2,3,4,5,2,5,2,2,1,2,2,2,3,3,3,1,2,2,6,6,6,6,6,6,6,6,1,0.434900947,0.434900947,2,4,4,4,2,0.373092682,0.380078059,2,111,8,7
96,1,9,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,1,6,1,6,1,6,6,11,5,4,4,4,3,1,2,3,2,6,66,1,5,5,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,1,12,1,1,1,3,2,1,2,6,6,6,6,6,6,6,6,6,3,1,3,4,1,1,2,1,4,3,2,3,3,1,2,2,2,2,1,1,1,2,1,5,1,1,2,1,6,6,5,6,2,3,3,5,2,5,1,2,1,2,2,2,8,6,3,2,3,1,1,2,2,2,2,2,2,2,1,0.435312295,0.435312295,1,4,4,4,2,0.423169817,0.399629449,2,111,9,7
883,2,14,1,1,6,2,6,4,1,1,2,6,6,2,2,6,66,6,6,6,1,1,5,6,6,6,6,6,66,10,1,6,56,5,6,1,1,6,5,6,6,6,2,6,3,2,1,2,6,6,1,6,66,1,3,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,6,1,10,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,3,2,2,2,2,2,2,1,1,1,1,66,2,2,1,2,2,2,1,2,8,2,2,2,1,6,1,5,12,2,3,4,4,2,4,2,2,1,2,2,2,1,8,5,2,1,2,6,6,6,6,6,6,6,6,1,2.238520067,2.238520067,2,6,6,1,5,0.79426348,1.031067695,5,300,0,0
667,1,9,2,1,6,1,2,3,1,3,2,6,1,6,1,1,66,1,6,6,6,2,7,2,6,1,6,66,4,3,6,6,51,5,1,6,1,6,4,6,6,1,1,5,4,5,2,2,6,6,3,1,5,2,5,3,5,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,3,1,1,2,2,1,1,1,1,1,4,3,2,2,2,1,1,3,2,2,5,3,1,4,1,4,6,4,6,1,2,4,5,3,4,3,2,1,1,2,2,7,8,6,2,2,1,1,2,2,2,2,2,2,1,1,1.123846141,1.123846141,1,3,3,2,1,0.531334649,0.657160101,1,111,10,8
698,2,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,4,10,5,6,6,6,5,66,7,3,6,36,3,6,2,2,6,1,6,1,11,5,3,1,1,1,2,6,6,1,6,66,2,4,5,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,10,1,12,1,1,1,2,1,1,2,6,6,6,6,6,6,6,6,6,4,1,3,3,1,1,2,1,3,3,5,5,3,3,66,2,1,1,1,2,1,1,1,1,2,2,1,2,6,1,5,16,1,3,2,3,4,2,4,2,1,2,1,2,2,3,3,1,1,2,6,6,6,6,6,6,6,6,1,0.294825446,0.294825446,2,6,6,3,7,0.272540195,0.277818668,7,111,9,7
